,Phase,Phase #,Date,Day,Plot,Distance,# Evaluators,Start Time,End Time,Encounter time,Long E,Lat (N),Height,Zone,Family,Genus,Species,Location (m),Location Type,Behavior,Mass,Body Length,Tail Length,Photo Code,Hyssop Code,Capture Code,Additional Obs,Year,Month,Date2,OPE,Rain,S_fuel,S_hour,S_hr/pp,S_peeps,flights,Temp,Hum,Luna,Elev
642,EC,1,2014-06-24,6,5,1000,3.0,22:40:00,23:20:00,22:49:00,-71.0147309862077,-12.9881379939615,829.03656,19L,Craugastoridae,Noblella,sp,0.0,en vegetacion cortada,saltando,0.12,9.3,,,Bd104,UNMS 154323,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,21.0,99.0,0.1,826.25
643,EC,1,2014-06-24,6,5,1000,3.0,22:40:00,23:20:00,22:48:00,-71.0147309862077,-12.9881379939615,829.03656,19L,Craugastoridae,Noblella,sp,0.05,en hoja,saltando,0.1,10.01,,,Bd103,,,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,21.0,99.0,0.1,826.25
644,EC,1,2014-06-29,11,63,50,3.0,22:42:00,23:22:00,23:19:00,-71.0092509817332,-12.9935409687459,982.879272,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en hojarasca,saltando,1.08,23.6,,,Bd188,,,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1019.0
645,EC,1,2014-06-29,11,63,50,3.0,22:42:00,23:22:00,23:22:00,-71.0092509817332,-12.9935409687459,982.879272,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en hojarasca,saltando,0.92,22.48,,,Bd189,,,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1019.0
646,EC,1,2014-06-29,11,63,50,3.0,22:42:00,23:22:00,23:02:00,-71.0077790357172,-12.9947870224714,1016.028503,19L,Craugastoridae,Pristimantis,gagliardi,0.0,en hojarasca,saltando,0.26,14.5,,,Bd190,,,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1019.0
647,EC,1,2014-06-29,11,63,50,3.0,22:42:00,23:22:00,23:00:00,-71.0077790357172,-12.9947870224714,1016.028503,19L,Craugastoridae,Pristimantis,gagliardi,0.5,en hojarasca,saltando,0.19,13.55,,,Bd191,,,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1019.0
648,EC,1,2014-06-29,11,63,50,3.0,22:42:00,23:22:00,22:58:00,-71.0078200232237,-12.9946819972246,1011.972839,19L,Craugastoridae,Pristimantis,danae,0.0,en hojarasca,saltando,,,,,,,Se escapo,2014,6,29,4.0,11.0,0.0,1020.0,11.590909090909092,88.0,0.0,12.0,104.0,0.03,1019.0
649,LC,2,2014-09-29,4,55,150,3.0,22:45:00,23:25:00,23:13:00,,,,19L,Craugastoridae,Pristimantis,danae,200.0,en el dosel del bosque,cantando,,,,,,,registro auditivo,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.0,95.704,0.23,965.75
650,LC,2,2014-09-30,5,70,50,3.0,22:45:00,23:25:00,23:15:00,,,,,Bufonidae,Rhinella,tacana,30.0,sobre hoja,alerta,1.75,26.3,,,2Bd086,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,20.5,98.216,0.33,1041.25
651,LC,2,2014-09-30,5,70,50,,22:45:00,23:25:00,23:07:00,8562774.0,282447.0,1047.0,19L,Craugastoridae,Pristimantis,danae,10.0,sobre hoja,atento,1.5,23.4,,,2Bd087,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,20.5,98.216,0.33,1041.25
652,LC,2,2014-09-29,4,55,150,,22:45:00,23:25:00,23:20:00,,,,,Bufonidae,Rhinella,tacana,50.0,sobre hoja de helecho,atento,0.85,22.2,,,2Bd068,,,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.0,95.704,0.23,965.75
653,LC,2,2014-09-30,5,70,50,,22:45:00,23:25:00,23:22:00,8562771.0,282381.0,1045.0,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,atento,0.19,11.1,,,2Bd088,154386,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,20.5,98.216,0.33,1041.25
654,DR,3,2015-02-04,5,57,150,4.0,22:45:00,23:15:00,22:54:00,282333.0,8562961.0,1064.0,19L,Craugastoridae,Pristimantis,diadematus,0.6,hoja,alerta,0.88,25.4,,3755-3767,3Bd093,154429,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.5,100.0,1.0,985.75
655,DR,3,2015-02-04,5,57,150,4.0,22:45:00,23:15:00,22:46:00,282346.0,8562958.0,1062.0,19L,Craugastoridae,Pristimantis,divnae,0.4,hoja,atento,0.5,7.6,,3799-3802,3Bd094,154424,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.5,100.0,1.0,985.75
656,DR,3,2015-02-04,5,57,150,4.0,22:45:00,23:15:00,22:41:00,282345.0,8562960.0,1061.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,hoja,atento,0.22,14.1,,,3Bd095,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.5,100.0,1.0,985.75
657,DR,3,2015-02-04,5,57,150,4.0,22:45:00,23:15:00,22:34:00,282345.0,8562963.0,1060.0,19L,Craugastoridae,Pristimantis,gagliardi,0.5,hoja,saltando,0.12,10.1,,,3Bd097,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.5,100.0,1.0,985.75
658,DR,3,2015-02-04,5,57,150,4.0,22:45:00,23:15:00,22:50:00,282327.0,8562959.0,1063.0,19L,Craugastoridae,Pristimantis,ockendeni,0.5,hoja,atento,0.08,9.1,,,3Bd096,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,20.5,100.0,1.0,985.75
659,LC,2,2014-10-05,10,62,50,5.0,22:45:00,23:10:00,22:50:00,8562505.0,282209.0,1060.0,19L,Bufonidae,Rhinella,tacana,0.0,en hojarasca,saltando,1.19,25.6,,,2Bd126,,,2014,10,5,15.0,0.0,442.0,2280.0,11.813471502590673,193.0,12.0,21.5,95.704,0.86,1050.5
660,LC,2,2014-10-05,10,62,50,,22:45:00,23:10:00,22:46:00,,,,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,alerta,0.27,13.3,,,2Bd127,,,2014,10,5,15.0,0.0,442.0,2280.0,11.813471502590673,193.0,12.0,21.5,95.704,0.86,1050.5
661,LC,2,2014-10-05,10,62,50,,22:45:00,23:10:00,23:00:00,,,,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,saltando,0.26,12.6,,,2Bd128,,,2014,10,5,15.0,0.0,442.0,2280.0,11.813471502590673,193.0,12.0,21.5,95.704,0.86,1050.5
662,LC,2,2014-10-03,8,67,50,,22:46:00,23:26:00,23:15:00,8562834.0,282296.0,1009.0,19L,Craugastoridae,Pristimantis,sp inglenaranja,90.0,sobre hoja,atento,1.7,25.7,,897-936,2Bd105,154391,,2014,10,3,14.0,0.0,549.0,2280.0,11.231527093596059,203.0,9.0,20.5,93.669,0.66,1000.75
663,LC,2,2014-10-03,8,67,50,3.0,22:46:00,23:26:00,22:52:00,8562852.0,282308.0,1011.0,19L,Craugastoridae,Pristimantis,danae,0.0,en hojarasca,saltando,1.11,26.0,,,2Bd103,,,2014,10,3,14.0,0.0,549.0,2280.0,11.231527093596059,203.0,9.0,20.5,93.669,0.66,1000.75
664,LC,2,2014-10-03,8,67,50,,22:46:00,23:26:00,22:49:00,,,,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,saltando,0.23,11.4,,937-945,2Bd106,154392,,2014,10,3,14.0,0.0,549.0,2280.0,11.231527093596059,203.0,9.0,20.5,93.669,0.66,1000.75
665,RI,4,2015-07-15,2,42,250,3.0,22:47:00,23:27:00,23:20:00,282107.183238223,8562914.07371178,943.929077,19L,Bufonidae,Rhinella,tacana,2.5,tronco,cantando,2.21,26.6,,,4Bd044,,,2015,7,15,6.0,0.0,303.0,1254.0,11.0,114.0,11.0,19.0,99.7635,0.01,964.5
666,RI,4,2015-07-15,2,42,250,3.0,22:47:00,23:27:00,23:17:00,282106.543258201,8562912.18584829,946.071167,19L,Craugastoridae,Pristimantis,danae,1.6,hoja,cantando,1.46,25.9,,,4Bd045,,,2015,7,15,6.0,0.0,303.0,1254.0,11.0,114.0,11.0,19.0,99.7635,0.01,964.5
667,AB,5,2016-07-08,1,39,250,4.0,22:48:00,23:18:00,22:51:00,282016.0,8562742.0,979.0,19L,Bufonidae,Rhinella,tacana,1.5,hoja,alerta,1.28,20.3,,,5Bd013,,,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,970.25
668,AB,5,2016-07-08,1,39,250,4.0,22:48:00,23:18:00,22:55:00,282015.0,8562750.0,986.0,19L,Centrolenidae,Cochranella,nola,1.0,hoja,alerta,1.18,26.1,,4505-4524,5Bd014,,,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,970.25
669,RI,4,2015-07-20,7,45,250,4.0,22:48:00,23:18:00,23:10:00,,,,,Craugastoridae,Pristimantis,danae,1.6,hoja,activo,0.8,20.7,,,4Bd099,,,2015,7,20,6.0,0.0,110.0,1188.0,11.0,108.0,5.0,21.0,101.924,0.16,969.25
670,RI,4,2015-07-20,7,45,250,4.0,22:48:00,23:18:00,23:15:00,,,,,Leptodactylidae,Adenomera,andreae,0.0,hojarasca,saltando,0.7,18.2,,,4Bd100,,,2015,7,20,6.0,0.0,110.0,1188.0,11.0,108.0,5.0,21.0,101.924,0.16,969.25
671,AB,5,2016-07-08,1,39,250,4.0,22:48:00,23:18:00,22:58:00,282020.0,8562750.0,977.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,hoja,alerta,0.5,19.5,,4445-4454,5Bd015,22256,,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,970.25
672,AB,5,2016-07-08,1,39,250,4.0,22:48:00,23:18:00,23:04:00,282021.0,8562745.0,979.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,hoja,alerta,0.44,22.5,,4463-4474,5Bd016,22254,,2016,7,8,2.0,0.0,80.0,0.0,0.0,99.0,7.0,,,0.16,970.25
673,EC,1,2014-06-27,9,26,500,3.0,22:50:00,23:30:00,22:59:00,-71.0114990081638,-12.9919439647346,928.509154999999,19L,Craugastoridae,Pristimantis,danae,0.0,en hojarasca,esperando,2.74,31.5,,,Bd158,,Cerca al punto GPS,2014,6,27,5.0,3.0,0.0,1020.0,11.590909090909092,88.0,0.0,20.0,99.0,0.0,934.25
674,EC,1,2014-06-26,8,53,150,3.0,22:50:00,23:30:00,23:10:00,-71.0082810278981,-12.9929799679666,983.473145,19L,Craugastoridae,Pristimantis,danae,1.0,en tallo delgado,saltando,1.51,26.1,,,Bd149,,,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,102.0,0.01,989.0
675,DR,3,2015-01-31,1,44,250,3.0,22:50:00,23:30:00,22:55:00,282194.0,8563027.0,967.0,19L,Leptodactylidae,Adenomera,andreae,0.0,hojarasca,saltando,1.15,23.2,,,3Bd007,,La lluvia paro,2015,1,31,8.0,0.0,192.0,950.0,13.571428571428571,70.0,39.0,19.0,100.0,0.87,963.25
676,EC,1,2014-06-27,9,26,500,3.0,22:50:00,23:30:00,23:05:00,-71.0118839889764,-12.9922420252114,927.782043,19L,Bufonidae,Rhinella,tacana,1.4,en hoja,atento,0.9,20.4,,,Bd159,,,2014,6,27,5.0,3.0,0.0,1020.0,11.590909090909092,88.0,0.0,20.0,99.0,0.0,934.25
677,EC,1,2014-06-26,8,53,150,3.0,22:50:00,23:30:00,23:30:00,-71.0081770084798,-12.9929630365222,986.928711,19L,Craugastoridae,Pristimantis,aff pharangobates,0.2,en hoja,saltando,0.5,18.4,,,Bd150,,,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,102.0,0.01,989.0
678,EC,1,2014-06-26,8,53,150,3.0,22:50:00,23:30:00,23:15:00,-71.0082800220698,-12.992862034589,984.56073,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en hojarasca,saltando,0.45,18.05,,,Bd151,,,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,102.0,0.01,989.0
679,EC,1,2014-06-26,8,53,150,3.0,22:50:00,23:30:00,22:59:00,-71.0084270406514,-12.9930709954351,984.165770999999,19L,Craugastoridae,Noblella,sp,0.1,en hoja,atento,0.12,9.48,,,Bd152,,,2014,6,26,4.0,0.0,0.0,1020.0,11.590909090909092,88.0,5.0,20.0,102.0,0.01,989.0
680,LC,2,2014-10-07,12,43,250,,22:50:00,23:20:00,23:00:00,,,,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,saltando,,,,,,,se escapo,2014,10,7,15.0,0.0,452.0,2320.0,12.020725388601036,193.0,9.0,21.0,103.356,0.98,960.75
681,LC,2,2014-10-06,11,51,150,4.0,22:50:00,23:20:00,23:05:00,8562656.0,282104.0,1006.0,19L,Bufonidae,Rhinella,tacana,0.0,en hojarasca,saltando,1.33,27.6,,,2Bd147,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,20.5,101.184,0.93,1005.5
682,LC,2,2014-10-06,11,51,150,,22:50:00,23:20:00,23:18:00,,,,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,saltando,0.62,18.2,,,2Bd148,,sin lineas,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,20.5,101.184,0.93,1005.5
683,LC,2,2014-10-07,12,43,250,4.0,22:50:00,23:20:00,23:15:00,8562957.0,282142.0,982.0,19L,Craugastoridae,Pristimantis,gagliardi,70.0,sobre hoja,alerta,0.36,12.36,,,2Bd161,,,2014,10,7,15.0,0.0,452.0,2320.0,12.020725388601036,193.0,9.0,21.0,103.356,0.98,960.75
684,AB,5,2016-07-12,5,29,500,6.0,22:50:00,23:10:00,23:07:00,281896.0,8562985.0,936.0,19L,Bufonidae,Rhinella,gr margaritifera,0.0,suelo,saltando,5.37,42.0,,,5Bd075,,,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,21.5,,0.52,934.0
685,AB,5,2016-07-12,5,29,500,6.0,22:50:00,23:10:00,23:00:00,281882.0,8562972.0,929.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,0.89,21.5,,,5Bd076,,GPS aproximado,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,21.5,,0.52,934.0
686,EC,1,2014-06-18,1,55,150,3.0,22:53:00,23:40:00,23:03:00,-71.007682,-12.991702,978.133362,19L,Bufonidae,Rhinella,tacana,1.2,en un arbol,activo,1.13,25.5,,,Bd014,,,2014,6,18,4.0,0.0,0.0,820.0,24.0,32.0,10.0,18.0,98.5,0.68,965.75
687,RI,4,2015-07-21,8,65,50,5.0,22:53:00,23:17:00,23:00:00,,,,,Bufonidae,Rhinella,tacana,1.5,rama,alerta,3.4,30.7,,,4Bd122,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,16.0,103.347,0.23,1001.75
688,AB,5,2016-09-07,2,57,150,5.0,22:57:00,23:21:00,23:13:00,282365.0,8562962.0,989.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,0.92,21.5,,,5Bd033,,GPS aproximado,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,20.75,,0.24,985.75
689,LC,2,2014-09-27,2,53,150,,23:00:00,23:40:00,23:10:00,8562777.0,282165.0,983.0,19L,Hylidae,Hypsiboas,sp nov,200.0,sobre rama delgada,atento,9.65,55.0,,255-265,2Bd036,154365,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,20.5,100.9385,0.08,989.0
690,LC,2,2014-09-27,2,53,150,,23:00:00,23:40:00,23:10:00,,,,19L,Hylidae,Hypsiboas,sp nov,50.0,sobre hoja,atento,6.85,45.2,,266-271,2Bd035,154364,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,20.5,100.9385,0.08,989.0
691,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:22:00,-71.0057750064879,-12.9933419823646,1013.898438,19L,Hylidae,Hypsiboas,sp nov,0.0,en roca de quebrada,cantando,6.72,44.75,,,Bd218,,Macho,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25
692,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:18:00,-71.0058520361781,-12.9932220373302,1031.89160199999,19L,Hylidae,Hypsiboas,sp nov,0.0,en roca de quebrada,cantando,4.93,39.35,,,Bd219,,Macho,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25
693,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:40:00,-71.0059050098061,-12.9932310059666,1025.362427,19L,Bufonidae,Rhinella,tacana,0.4,en hoja,atento,3.66,37.3,,,Bd225,UNMS 154346,,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25
694,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:32:00,-71.0058579873293,-12.9932259768247,1038.259277,19L,Craugastoridae,Pristimantis,danae,0.0,en el suelo,saltando,3.64,36.7,,,Bd223,,,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25
695,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:40:00,-71.0059050098061,-12.9932310059666,1025.362427,19L,Craugastoridae,Pristimantis,danae,0.5,en hoja,activo,2.48,31.65,,,Bd221,,,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25
696,LC,2,2014-09-27,2,53,150,,23:00:00,23:40:00,23:26:00,,,,,Bufonidae,Rhinella,tacana,70.0,sobre hoja de helecho,activo,1.2,23.9,,,2Bd033,,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,20.5,100.9385,0.08,989.0
697,LC,2,2014-09-27,2,53,150,3.0,23:00:00,23:40:00,23:20:00,8562788.0,282168.0,989.0,19L,Bufonidae,Rhinella,tacana,40.0,sobre hoja,cantando,0.95,21.0,,,2Bd032,,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,20.5,100.9385,0.08,989.0
698,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:35:00,-71.0057930275797,-12.9930170159786,1019.888855,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,activo,0.91,20.18,,,Bd222,,"Con 2 lineas, Cerca al punto GPS",2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25
699,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:31:00,-71.0057930275797,-12.9930170159786,1019.888855,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,atento,0.61,18.5,,,Bd224,,Con 2 lineas/Cerca al punto ,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25
700,EC,1,2014-06-30,12,70,50,3.0,23:00:00,23:40:00,23:39:00,-71.005827980116,-12.9933340195566,1015.949524,19L,Bufonidae,Rhinella,tacana,0.0,en hojarasca,saltando,0.6,20.91,,,Bd220,,Cerca al punto GPS,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,15.0,104.0,0.08,1041.25
701,LC,2,2014-09-27,2,53,150,,23:00:00,23:40:00,23:22:00,8562777.0,282171.0,990.0,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,activo,0.06,11.8,,,2Bd034,,,2014,9,27,15.0,4.5,303.0,2350.0,12.176165803108809,193.0,1.0,20.5,100.9385,0.08,989.0
702,RI,4,2015-07-16,3,69,50,5.0,23:01:00,23:25:00,23:14:00,282410.0,8562821.0,1016.0,19L,Craugastoridae,Pristimantis,danae,2.0,hoja,activo,1.42,23.4,,,4Bd051,,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,17.581,101.924,0.0,1029.0
703,RI,4,2015-07-16,3,69,50,5.0,23:01:00,23:25:00,23:16:00,,,,,Craugastoridae,Pristimantis,danae,2.0,hojarasca,cantando,1.32,23.5,,,4Bd052,,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,17.581,101.924,0.0,1029.0
704,RI,4,2015-07-16,3,69,50,5.0,23:01:00,23:25:00,23:10:00,,,,,Craugastoridae,Noblella,sp,0.0,hojarasca,activo,0.83,12.0,,,4Bd053,154477,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,17.581,101.924,0.0,1029.0
705,RI,4,2015-07-16,3,69,50,5.0,23:01:00,23:25:00,23:15:00,,,,,Craugastoridae,Noblella,sp,0.2,hoja,activo,0.21,12.7,,,4Bd054,154478,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,17.581,101.924,0.0,1029.0
706,EC,1,2014-06-20,3,7,1000,3.0,23:05:00,23:45:00,23:38:00,-71.0140070412307,-12.9869569838047,817.032165999999,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en suelo,alerta,1.08,22.38,,,Bd039,,,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,19.0,99.0,0.45,808.25
707,EC,1,2014-06-20,3,7,1000,3.0,23:05:00,23:45:00,23:22:00,-71.0139440093189,-12.9869679640978,806.772644,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,en hoja,activo,0.47,18.2,,,Bd036,,,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,19.0,99.0,0.45,808.25
708,EC,1,2014-06-20,3,7,1000,3.0,23:05:00,23:45:00,23:32:00,-71.0139559954404,-12.9869299940764,814.401488999999,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en suelo,saltando,0.29,16.31,,,Bd038,,A 9m del punto gps,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,19.0,99.0,0.45,808.25
709,EC,1,2014-06-20,3,7,1000,3.0,23:05:00,23:45:00,23:23:00,-71.0139440093189,-12.9869679640978,806.772644,19L,Craugastoridae,Noblella,sp,0.1,en hoja,activo,0.18,10.82,,,Bd037,UNMS 154307,,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,19.0,99.0,0.45,808.25
710,EC,1,2014-06-19,2,67,50,3.0,23:06:00,23:46:00,23:44:00,-71.0070809908211,-12.9925690032541,1007.360291,19L,Craugastoridae,Pristimantis,danae,1.7,en tallo,alerta,3.08,30.46,,,Bd027,,,2014,6,19,4.0,0.0,0.0,930.0,22.142857142857142,42.0,6.0,18.0,97.0,0.57,1000.75
711,EC,1,2014-06-19,2,67,50,3.0,23:06:00,23:46:00,23:31:00,-71.0070619639009,-12.9925400018692,1002.121094,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,saltando,0.49,16.7,,,Bd026,,,2014,6,19,4.0,0.0,0.0,930.0,22.142857142857142,42.0,6.0,18.0,97.0,0.57,1000.75
712,EC,1,2014-06-19,2,67,50,3.0,23:06:00,23:46:00,23:13:00,-71.0071199666708,-12.9923919774591,1005.243286,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,saltando,0.25,12.3,,,Bd025,UNMS 154297,,2014,6,19,4.0,0.0,0.0,930.0,22.142857142857142,42.0,6.0,18.0,97.0,0.57,1000.75
713,AB,5,2016-10-07,3,53,150,5.0,23:11:00,23:35:00,23:26:00,282163.0,8562775.0,984.0,19L,Craugastoridae,Pristimantis,danae,0.0,suelo,alerta,1.39,25.9,,4587-4596,5Bd048,22251,,2016,10,7,,,,99.0,1.98,50.0,0.0,21.5,,0.33,989.0
714,DR,3,2015-02-08,9,63,50,6.0,23:18:00,23:38:00,23:28:00,282218.0,8562566.0,1028.0,19L,Bufonidae,Rhinella,tacana,0.1,hoja,atento,1.55,26.3,,,3Bd179,,,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1019.0
715,DR,3,2015-02-08,9,63,50,6.0,23:18:00,23:38:00,23:35:00,282221.0,8562582.0,1023.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,alerta,0.36,16.8,,,3Bd177,,,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1019.0
716,DR,3,2015-02-08,9,63,50,6.0,23:18:00,23:38:00,23:34:00,282224.0,8562584.0,1021.0,19L,Craugastoridae,Pristimantis,gagliardi,0.7,hoja,activo,0.25,14.8,,,3Bd178,,,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1019.0
717,DR,3,2015-02-08,9,63,50,6.0,23:18:00,23:38:00,23:20:00,282225.0,8562559.0,1031.0,19L,Craugastoridae,Pristimantis,gagliardi,0.05,hoja,atento,0.17,12.0,,,3Bd180,,,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1019.0
718,DR,3,2015-02-08,9,63,50,6.0,23:18:00,23:38:00,23:26:00,282218.0,8562566.0,1028.0,19L,Bufonidae,Rhinella,tacana,0.1,hoja,saltando,0.09,9.9,,,3Bd181,,,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1019.0
719,DR,3,2015-02-03,4,54,150,4.0,23:22:00,23:52:00,23:50:00,282188.0,8562826.0,1047.0,19L,Bufonidae,Rhinella,tacana,1.6,rama,cantando,1.53,27.9,,,3Bd070,,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,99.0,0.99,984.25
720,DR,3,2015-02-03,4,54,150,4.0,23:22:00,23:52:00,23:46:00,282188.0,8562826.0,1047.0,19L,Craugastoridae,Noblella,sp,0.0,hojarasca,saltando,0.18,11.0,,,3Bd067,,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,99.0,0.99,984.25
721,DR,3,2015-02-03,4,54,150,4.0,23:22:00,23:52:00,23:46:00,282188.0,8562826.0,1047.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.1,hoja,alerta,0.11,11.6,,3688-3692,3Bd066,154423,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,99.0,0.99,984.25
722,DR,3,2015-02-03,4,54,150,4.0,23:22:00,23:52:00,23:39:00,282188.0,8562821.0,1046.0,19L,Craugastoridae,Pristimantis,danae,0.1,hoja,activo,0.09,10.0,,,3Bd068,,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,99.0,0.99,984.25
723,DR,3,2015-02-03,4,54,150,4.0,23:22:00,23:52:00,23:49:00,282213.0,8562840.0,1048.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,atento,0.08,9.7,,,3Bd069,,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,99.0,0.99,984.25
