,Phase,Phase #,Date,Day,Plot,Distance,# Evaluators,Start Time,End Time,Encounter time,Long E,Lat (N),Height,Zone,Family,Genus,Species,Location (m),Location Type,Behavior,Mass,Body Length,Tail Length,Photo Code,Hyssop Code,Capture Code,Additional Obs,Year,Month,Date2,OPE,Rain,S_fuel,S_hour,S_hr/pp,S_peeps,flights,Temp,Hum,Luna,Elev
184,DR,3,2015-01-31,1,1,1000,3.0,18:55:00,19:30:00,19:13:00,281364.0,8563140.0,1021.0,19L,Craugastoridae,Pristimantis,aff altamazonica,0.7,hojarasca,atento,0.11,10.5,,106-4986/106-4990,3Bd003,,Comenzo a llover 19:35,2015,1,31,8.0,0.0,192.0,950.0,13.571428571428571,70.0,39.0,22.0,95.0,0.87,846.75
185,DR,3,2015-02-01,2,25,500,4.0,18:55:00,19:25:00,19:15:00,,,,,Craugastoridae,Pristimantis,danae,1.6,hoja,cantando,,,,,,,"Llovio por la tarde antes de la evaluación, registro auditivo",2015,2,1,8.0,3.0,150.0,950.0,13.571428571428571,70.0,15.0,19.0,102.0,0.93,923.75
186,AB,5,2016-07-16,8,43,250,6.0,18:55:00,19:15:00,19:15:00,282151.0,8562978.0,958.0,19L,Hylidae,Scinax,ruber,1.6,bambu,saltando,2.27,30.4,,,5Bd137,22290,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.0,,0.86,960.75
187,AB,5,2016-07-16,8,43,250,6.0,18:55:00,19:15:00,19:14:00,282133.0,8562961.0,954.0,19L,Bufonidae,Rhinella,tacana,0.5,hoja,activo,1.89,27.2,,,5Bd136,,GPS aproximado,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.0,,0.86,960.75
188,AB,5,2016-07-16,8,43,250,6.0,18:55:00,19:15:00,19:15:00,282151.0,8562978.0,958.0,19L,Craugastoridae,Pristimantis,olivaceus,2.5,tronco,alerta,0.49,18.1,,,5Bd138,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.0,,0.86,960.75
189,AB,5,2016-07-16,8,43,250,6.0,18:55:00,19:15:00,18:57:00,282164.0,8562969.0,951.0,19L,Craugastoridae,Pristimantis,danae,0.0,suelo,saltando,0.24,15.8,,,5Bd135,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.0,,0.86,960.75
190,AB,5,2016-07-16,8,43,250,6.0,18:55:00,19:15:00,19:06:00,282172.0,8562963.0,948.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,alerta,0.09,9.2,,,5Bd134,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.0,,0.86,960.75
191,DR,3,2015-02-08,9,51,150,3.0,19:00:00,19:40:00,20:30:00,282151.0,8562555.0,1021.0,19L,Craugastoridae,Oreobates,amarakaeri,0.0,suelo,saltando,4.3,35.7,,,3Bd168,,Nublado,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1005.5
192,EC,1,2014-06-27,9,34,500,3.0,19:00:00,19:40:00,19:30:00,-71.0093239881098,-12.9887829814106,909.624817,19L,Craugastoridae,Pristimantis,danae,1.0,en rama,sentado,3.1,35.3,,,Bd154,,Cerca al punto GPS,2014,6,27,5.0,3.0,0.0,1020.0,11.590909090909092,88.0,0.0,21.0,99.0,0.0,897.75
193,DR,3,2015-02-08,9,51,150,3.0,19:00:00,19:40:00,19:40:00,282109.0,8562679.0,994.0,19L,Craugastoridae,Pristimantis,danae,0.1,hoja,atento,1.7,26.6,,,3Bd166,,Nublado,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1005.5
194,DR,3,2015-02-08,9,51,150,3.0,19:00:00,19:40:00,20:45:00,282131.0,8562548.0,1026.0,19L,Bufonidae,Rhinella,tacana,1.0,hoja,alerta,1.6,28.0,,,3Bd170,,Nublado,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1005.5
195,EC,1,2014-06-27,9,34,500,3.0,19:00:00,19:40:00,19:22:00,-71.0094689950346,-12.9889940377324,908.460753999999,19L,Bufonidae,Rhinella,tacana,1.0,en hoja,activo,0.84,22.5,,,Bd155,,,2014,6,27,5.0,3.0,0.0,1020.0,11.590909090909092,88.0,0.0,21.0,99.0,0.0,897.75
196,EC,1,2014-06-24,6,2,1000,3.0,19:00:00,19:40:00,19:27:00,-71.0152410250157,-12.9893650207668,839.170654,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.2,en hoja,activo,0.75,34.2,,,Bd090,,"Cola = 23.15 , Ubicada en planta de 40 cm de altura",2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,21.0,99.0,0.1,840.0
197,DR,3,2015-02-08,9,51,150,3.0,19:00:00,19:40:00,20:33:00,282151.0,8562531.0,1029.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,0.35,14.3,,,3Bd169,,Nublado,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1005.5
198,DR,3,2015-02-08,9,51,150,3.0,19:00:00,19:40:00,19:30:00,282109.0,8562679.0,994.0,19L,Bufonidae,Rhinella,tacana,0.4,hoja,cantando,0.35,15.6,,,3Bd167,,Nublado,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1005.5
199,DR,3,2015-02-08,9,52,150,3.0,19:00:00,19:40:00,19:36:00,282133.0,8562720.0,981.0,19L,Craugastoridae,Pristimantis,gagliardi,0.3,hoja,activo,0.19,11.8,,,3Bd183,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,986.75
200,EC,1,2014-06-24,6,2,1000,3.0,19:00:00,19:40:00,19:37:00,-71.0153950005769,-12.9892599955201,835.446471999999,19L,Craugastoridae,Noblella,sp,0.0,en el suelo,saltando,0.12,9.11,,,Bd091,,3 fotos cell JC,2014,6,24,4.0,0.0,0.0,930.0,11.481481481481481,81.0,10.0,21.0,99.0,0.1,840.0
201,DR,3,2015-02-08,9,52,150,3.0,19:00:00,19:40:00,19:20:00,282118.0,8562759.0,982.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,movilizandose,0.11,9.15,,,3Bd186,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,986.75
202,DR,3,2015-02-08,9,52,150,3.0,19:00:00,19:40:00,19:36:00,282133.0,8562720.0,981.0,19L,Craugastoridae,Pristimantis,gagliardi,0.1,hoja,activo,0.11,10.4,,,3Bd184,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,986.75
203,DR,3,2015-02-08,9,52,150,3.0,19:00:00,19:40:00,19:26:00,282132.0,8562747.0,980.0,19L,Craugastoridae,Pristimantis,gagliardi,0.3,hoja,activo,0.08,8.8,,,3Bd185,,Neblina,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,986.75
204,EC,1,2014-06-27,9,34,500,3.0,19:00:00,19:40:00,19:29:00,-71.0094209667295,-12.9890699777752,907.840759,19L,Craugastoridae,Pristimantis,aff pharangobates,0.15,en hoja,atento,0.06,9.25,,,Bd153,,,2014,6,27,5.0,3.0,0.0,1020.0,11.590909090909092,88.0,0.0,21.0,99.0,0.0,897.75
205,DR,3,2015-02-08,9,51,150,3.0,19:00:00,19:40:00,20:35:00,282145.0,8562517.0,1030.0,19L,Bufonidae,Rhinella,tacana,0.5,hoja,atento,0.05,10.2,,,3Bd171,,Nublado,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1005.5
206,RI,4,2015-07-20,7,4,1000,4.0,19:00:00,19:30:00,19:07:00,281440.0,8563281.0,785.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,hoja,activo,,,,,,,se escapo Registro Visual,2015,7,20,6.0,0.0,110.0,1188.0,11.0,108.0,5.0,21.661,101.674,0.16,830.75
207,RI,4,2015-07-20,7,4,1000,4.0,19:00:00,19:30:00,19:09:00,281440.0,8563281.0,785.0,,Craugastoridae,Noblella,sp,0.0,hojarasca,activo,0.4,8.7,,,4Bd092,,,2015,7,20,6.0,0.0,110.0,1188.0,11.0,108.0,5.0,21.661,101.674,0.16,830.75
208,DR,3,2015-02-03,4,40,250,4.0,19:00:00,19:30:00,19:19:00,282086.0,8562832.0,1039.0,19L,Bufonidae,Rhinella,tacana,0.3,hoja,alerta,1.09,22.8,,,3Bd049,,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,98.0,0.99,962.0
209,DR,3,2015-02-03,4,40,250,4.0,19:00:00,19:30:00,19:28:00,282062.0,8562827.0,1040.0,19L,Craugastoridae,Pristimantis,gagliardi,0.3,rama,saltando,0.12,13.1,,,3Bd048,,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,98.0,0.99,962.0
210,DR,3,2015-02-02,3,10,1000,5.0,19:00:00,19:24:00,19:06:00,,,,,Craugastoridae,Noblella,sp,0.0,hojarasca,alerta,,5.2,,,3Bd023,,"Luna llena, la balanza no funciono",2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,21.0,100.0,0.97,786.75
211,DR,3,2015-02-02,3,10,1000,5.0,19:00:00,19:24:00,19:00:00,281708.0,8563608.0,765.0,19L,Craugastoridae,Noblella,sp,0.0,hojarasca,alerta,,9.3,,,3Bd022,,"Luna llena, la balanza no funciono",2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,21.0,100.0,0.97,786.75
212,DR,3,2015-02-02,3,10,1000,5.0,19:00:00,19:24:00,19:24:00,281669.0,8563585.0,784.0,19L,Craugastoridae,Pristimantis,gagliardi,0.1,hoja,alerta,,10.3,,,3Bd020,,"Luna llena, la balanza no funciono",2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,21.0,100.0,0.97,786.75
213,DR,3,2015-02-09,10,6,1000,5.0,19:00:00,19:24:00,19:23:00,281517.0,8563395.0,813.0,19L,Craugastoridae,Pristimantis,gagliardi,0.2,rama,saltando,,,,,,,Lluvia por la tarde,2015,2,9,6.0,0.0,205.0,750.0,13.392857142857142,56.0,14.0,21.0,104.0,0.77,825.75
214,DR,3,2015-02-02,3,10,1000,5.0,19:00:00,19:24:00,19:20:00,281663.0,8563579.0,784.0,19L,Phyllomedusidae,Callimedusa,tomopterna,2.0,tallo,alerta,3.2,44.0,,,3Bd021,,Luna llena,2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,21.0,100.0,0.97,786.75
215,DR,3,2015-02-02,3,10,1000,5.0,19:00:00,19:24:00,19:05:00,281656.0,8563616.0,1029.0,19L,Bufonidae,Rhinella,gr margaritifera,0.0,hojarasca,atento,3.0,32.1,,,3Bd019,,Luna llena,2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,21.0,100.0,0.97,786.75
216,DR,3,2015-02-09,10,6,1000,5.0,19:00:00,19:24:00,19:05:00,281498.0,8563410.0,821.0,19L,Bufonidae,Rhinella,gr margaritifera,0.3,hoja,atento,1.5,26.7,,,3Bd200,,Lluvia por la tarde,2015,2,9,6.0,0.0,205.0,750.0,13.392857142857142,56.0,14.0,21.0,104.0,0.77,825.75
217,DR,3,2015-02-09,10,6,1000,5.0,19:00:00,19:24:00,19:12:00,281505.0,8563412.0,818.0,19L,Craugastoridae,Noblella,sp,0.0,hojarasca,saltando,0.12,9.6,,,3Bd199,,Lluvia por la tarde,2015,2,9,6.0,0.0,205.0,750.0,13.392857142857142,56.0,14.0,21.0,104.0,0.77,825.75
218,DR,3,2015-02-09,10,6,1000,5.0,19:00:00,19:24:00,19:21:00,281497.0,8563397.0,807.0,19L,Craugastoridae,Pristimantis,ockendeni,0.5,hoja,alerta,0.11,9.6,,,3Bd198,,Lluvia por la tarde,2015,2,9,6.0,0.0,205.0,750.0,13.392857142857142,56.0,14.0,21.0,104.0,0.77,825.75
219,AB,5,2016-09-07,2,2,1000,5.0,19:02:00,19:26:00,19:18:00,281410.0,8563184.0,837.0,19L,Craugastoridae,Pristimantis,gagliardi,0.0,suelo,saltando,0.23,13.9,,,5Bd026,,GPS aproximado,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,21.0,,0.24,840.0
220,EC,1,2014-06-30,12,9,1000,3.0,19:03:00,19:43:00,19:43:00,-71.0131690185517,-12.9861969966441,812.289307,19L,Craugastoridae,Pristimantis,ockendeni,0.7,en hoja,activo,1.32,25.9,,,Bd209,,Vientre blanco,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.5,0.08,812.5
221,EC,1,2014-06-30,12,9,1000,3.0,19:03:00,19:43:00,19:20:00,-71.0132599622011,-12.9862809833139,817.786377,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,saltando,1.01,21.78,,,Bd211,,"Con 2 lineas, Cerca al punto GPS",2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.5,0.08,812.5
222,EC,1,2014-06-30,12,9,1000,3.0,19:03:00,19:43:00,19:18:00,-71.013132976368,-12.9859450366348,803.363281,19L,Craugastoridae,Pristimantis,aff pharangobates,0.2,en hoja,atento,0.99,24.15,,,Bd210,,Con 2 lineas similar a Ameerega,2014,6,30,4.0,0.0,0.0,1030.0,11.573033707865168,89.0,12.0,16.0,101.5,0.08,812.5
223,LC,2,2014-09-29,4,9,1000,3.0,19:05:00,19:45:00,19:40:00,,,,19L,Craugastoridae,Pristimantis,ockendeni,40.0,sobre hoja,activo,0.95,22.6,,,2Bd064,154378,,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.0,97.077,0.23,812.5
224,LC,2,2014-09-29,4,9,1000,,19:05:00,19:45:00,19:30:00,,,,19L,Hylidae,Osteocephalus,taurinus,200.0,sobre rama de palmera pequena,activo,,91.0,,,2Bd065,154377,,2014,9,29,15.0,0.0,462.0,2350.0,11.868686868686869,198.0,15.0,21.0,97.077,0.23,812.5
225,DR,3,2015-02-04,5,34,500,4.0,19:05:00,19:35:00,19:09:00,282082.0,8563238.0,901.0,19L,Craugastoridae,Pristimantis,ockendeni,1.1,hoja,atento,1.42,25.3,,,3Bd080,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,21.0,102.0,1.0,897.75
226,DR,3,2015-02-04,5,34,500,4.0,19:05:00,19:35:00,19:28:00,282049.0,8563220.0,1053.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,atento,0.27,15.2,,,3Bd079,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,21.0,102.0,1.0,897.75
227,DR,3,2015-02-04,5,34,500,4.0,19:05:00,19:35:00,19:22:00,282046.0,8563224.0,897.0,19L,Craugastoridae,Pristimantis,danae,0.1,hoja,alerta,0.26,15.0,,,3Bd082,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,21.0,102.0,1.0,897.75
228,DR,3,2015-02-04,5,34,500,4.0,19:05:00,19:35:00,19:30:00,282037.0,8563227.0,897.0,19L,Craugastoridae,Noblella,sp,0.0,hojarasca,saltando,0.13,10.7,,,3Bd078,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,21.0,102.0,1.0,897.75
229,DR,3,2015-02-04,5,34,500,4.0,19:05:00,19:35:00,19:33:00,282002.0,8563213.0,1054.0,19L,Craugastoridae,Pristimantis,gagliardi,0.3,hoja,alerta,0.06,7.7,,,3Bd081,,,2015,2,4,7.0,1.0,165.0,920.0,13.142857142857142,70.0,11.0,21.0,102.0,1.0,897.75
230,RI,4,2015-07-17,4,9,1000,3.0,19:06:00,19:46:00,19:15:00,281647.769922789,8563569.84275913,804.627686,19L,Craugastoridae,Pristimantis,danae,1.3,hoja,alerta,4.43,40.4,,,4Bd061,,,2015,7,17,6.0,0.0,258.0,1254.0,11.0,114.0,0.0,19.659,100.693,0.01,812.5
231,RI,4,2015-07-17,4,9,1000,3.0,19:06:00,19:46:00,19:09:00,281629.0,8563625.0,758.0,19L,Craugastoridae,Pristimantis,danae,0.3,hoja,activo,1.38,24.5,,,4Bd062,,,2015,7,17,6.0,0.0,258.0,1254.0,11.0,114.0,0.0,19.659,100.693,0.01,812.5
232,DR,3,2015-02-06,7,28,500,5.0,19:06:00,19:30:00,19:11:00,281903.0,8562923.0,928.0,19L,Craugastoridae,Pristimantis,danae,0.15,hoja,atento,0.78,20.2,,,3Bd151,,Nublado con truenos,2015,2,6,7.0,0.0,140.0,870.0,13.80952380952381,63.0,2.0,22.0,100.0,0.96,934.75
233,RI,4,2015-07-15,2,2,1000,3.0,19:10:00,19:50:00,19:25:00,281412.628778477,8563169.73484501,839.771484,19L,Bufonidae,Rhinella,tacana,2.0,hoja,alerta,1.39,26.1,,,4Bd031,,,2015,7,15,6.0,0.0,303.0,1254.0,11.0,114.0,11.0,21.16,97.716,0.01,840.0
234,EC,1,2014-06-21,4,37,250,3.0,19:10:00,19:50:00,19:46:00,-71.009712992236,-12.9931780323386,970.018615999999,19L,Bufonidae,Rhinella,tacana,1.0,en hoja,atento,1.2,25.02,,,Bd045,,"Macho, a 3m del GPS 53 ",2014,6,21,4.0,0.0,0.0,920.0,11.358024691358025,81.0,3.0,18.5,104.5,0.35,998.5
235,EC,1,2014-06-21,4,37,250,3.0,19:10:00,19:50:00,19:28:00,-71.0097350366413,-12.99311298877,969.755981,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en hojarasca,saltando,0.88,22.26,,,Bd047,,En hoja seca de Cecropia ,2014,6,21,4.0,0.0,0.0,920.0,11.358024691358025,81.0,3.0,18.5,104.5,0.35,998.5
236,EC,1,2014-06-21,4,37,250,3.0,19:10:00,19:50:00,19:30:00,-71.0096639581024,-12.9931750148534,972.892273,19L,Bufonidae,Rhinella,tacana,0.4,en hoja,activo,0.39,18.42,,,Bd043,,,2014,6,21,4.0,0.0,0.0,920.0,11.358024691358025,81.0,3.0,18.5,104.5,0.35,998.5
237,EC,1,2014-06-21,4,37,250,3.0,19:10:00,19:50:00,19:24:00,-71.009712992236,-12.9931780323386,970.018615999999,19L,Craugastoridae,Pristimantis,sp inglenaranja,0.25,en hoja,activo,0.13,11.71,,,Bd046,,"Sobre hoja de planta de 1,5m",2014,6,21,4.0,0.0,0.0,920.0,11.358024691358025,81.0,3.0,18.5,104.5,0.35,998.5
238,EC,1,2014-06-21,4,37,250,3.0,19:10:00,19:50:00,19:35:00,-71.0096639581024,-12.9931750148534,972.892273,19L,Craugastoridae,Pristimantis,gagliardi,0.5,en hoja,atento,0.09,10.32,,,Bd044,,A 1m del punto GPS,2014,6,21,4.0,0.0,0.0,920.0,11.358024691358025,81.0,3.0,18.5,104.5,0.35,998.5
239,EC,1,2014-06-21,4,37,250,3.0,19:10:00,19:50:00,19:16:00,-71.0097350366413,-12.99311298877,969.755981,19L,Craugastoridae,Pristimantis,gagliardi,0.1,en tallo doblado,saltando,,,,,,,"Se escapo, estaba cerca al punto GPS.",2014,6,21,4.0,0.0,0.0,920.0,11.358024691358025,81.0,3.0,18.5,104.5,0.35,998.5
240,RI,4,2015-07-18,5,38,250,4.0,19:11:00,19:41:00,19:30:00,,,,,Hylidae,Hypsiboas,sp nov,1.2,hoja,alerta,5.68,40.9,,,4Bd072,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,19.5,100.726,0.05,974.25
241,RI,4,2015-07-18,5,38,250,4.0,19:11:00,19:41:00,19:13:00,282027.0,8562673.0,968.0,19L,Craugastoridae,Pristimantis,danae,0.8,rama,activo,1.83,26.2,,,4Bd070,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,19.5,100.726,0.05,974.25
242,RI,4,2015-07-18,5,38,250,4.0,19:11:00,19:41:00,19:20:00,,,,,Craugastoridae,Pristimantis,danae,1.5,hoja,alerta,1.5,25.9,,,4Bd071,,,2015,7,18,6.0,0.0,196.0,1243.0,11.0,113.0,4.0,19.5,100.726,0.05,974.25
243,LC,2,2014-10-03,8,39,250,3.0,19:13:00,19:53:00,19:37:00,8562799.0,282031.0,988.0,19L,Craugastoridae,Pristimantis,sp inglenaranja,120.0,sobre hoja,alerta,,,,,,,se escapo,2014,10,3,14.0,0.0,549.0,2280.0,11.231527093596059,203.0,9.0,21.0,99.357,0.66,970.25
244,LC,2,2014-10-03,8,39,250,,19:13:00,19:53:00,19:30:00,8562777.0,282019.0,989.0,19L,Craugastoridae,Pristimantis,sp inglenaranja,90.0,sobre hoja,alerta,0.37,15.6,,camara juancarlos,2Bd099,154388,,2014,10,3,14.0,0.0,549.0,2280.0,11.231527093596059,203.0,9.0,21.0,99.357,0.66,970.25
245,DR,3,2015-02-05,6,3,1000,4.0,19:14:00,19:44:00,19:17:00,281467.0,8563208.0,837.0,19L,Craugastoridae,Pristimantis,gagliardi,0.2,hoja,alerta,0.23,13.0,,,3Bd110,,,2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,22.0,105.0,0.99,831.75
246,DR,3,2015-02-05,6,3,1000,4.0,19:14:00,19:44:00,19:32:00,281434.0,8563221.0,1073.0,19L,Craugastoridae,Pristimantis,gagliardi,0.2,hoja,atento,0.14,11.4,,,3Bd112,,,2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,22.0,105.0,0.99,831.75
247,DR,3,2015-02-05,6,3,1000,4.0,19:14:00,19:44:00,19:21:00,281409.0,8563221.0,1072.0,19L,Bufonidae,Rhinella,tacana,1.4,hoja,alerta,0.1,10.4,,,3Bd113,,,2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,22.0,105.0,0.99,831.75
248,DR,3,2015-02-05,6,3,1000,4.0,19:14:00,19:44:00,19:20:00,281418.0,8563214.0,1071.0,19L,Craugastoridae,Pristimantis,ockendeni,0.3,hoja,activo,0.07,8.7,,,3Bd111,,,2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,22.0,105.0,0.99,831.75
249,DR,3,2015-02-05,6,3,1000,4.0,19:14:00,19:44:00,19:43:00,281445.0,8563222.0,1074.0,19L,Craugastoridae,Pristimantis,gagliardi,0.2,hoja,atento,0.04,7.1,,,3Bd114,,,2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,22.0,105.0,0.99,831.75
250,LC,2,2014-10-06,11,33,500,4.0,19:15:00,19:45:00,19:35:00,,,,,Bufonidae,Rhinella,tacana,50.0,sobre hoja,cantando,1.41,24.5,,,2Bd137,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.0,99.947,0.93,868.5
251,LC,2,2014-10-06,11,33,500,,19:15:00,19:45:00,19:20:00,,,,19L,Craugastoridae,Pristimantis,ockendeni,150.0,sobre hoja,alerta,0.31,16.9,,,2Bd138,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,21.0,99.947,0.93,868.5
252,RI,4,2015-07-23,10,7,1000,5.0,19:15:00,19:39:00,20:30:00,,,,,Bufonidae,Rhinella,gr margaritifera,0.3,hoja,activo,10.85,48.0,,,4Bd146,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,20.159,101.674,0.41,808.25
253,RI,4,2015-07-23,10,7,1000,5.0,19:15:00,19:39:00,20:30:00,,,,,Bufonidae,Rhinella,gr margaritifera,0.3,hoja,activo,9.7,46.4,,,4Bd145,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,20.159,101.674,0.41,808.25
254,RI,4,2015-07-23,10,7,1000,5.0,19:15:00,19:39:00,20:35:00,281554.0,8563446.0,801.0,,Bufonidae,Rhinella,gr margaritifera,0.7,hoja,activo,8.0,44.1,,,4Bd149,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,20.159,101.674,0.41,808.25
255,RI,4,2015-07-23,10,7,1000,5.0,19:15:00,19:39:00,20:32:00,281541.0,8563443.0,816.0,,Bufonidae,Rhinella,gr margaritifera,0.2,hoja,alerta,7.6,41.4,,,4Bd144,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,20.159,101.674,0.41,808.25
256,RI,4,2015-07-23,10,7,1000,5.0,19:15:00,19:39:00,20:35:00,281554.0,8563446.0,801.0,,Bufonidae,Rhinella,gr margaritifera,1.0,hoja,activo,7.4,41.2,,,4Bd148,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,20.159,101.674,0.41,808.25
257,RI,4,2015-07-23,10,7,1000,5.0,19:15:00,19:39:00,20:35:00,281554.0,8563446.0,801.0,,Bufonidae,Rhinella,gr margaritifera,0.0,suelo,activo,7.0,41.0,,,4Bd147,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,20.159,101.674,0.41,808.25
258,RI,4,2015-07-23,10,7,1000,5.0,19:15:00,19:39:00,20:35:00,281554.0,8563446.0,801.0,19L,Bufonidae,Rhinella,gr margaritifera,0.5,hoja,activo,6.75,39.0,,,4Bd150,154495,Canto Grabado,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,20.159,101.674,0.41,808.25
259,LC,2,2014-09-30,5,57,150,,19:15:00,17:55:00,19:35:00,8562958.0,282329.0,976.0,19L,Bufonidae,Rhinella,tacana,40.0,sobre hoja,atento,2.3,31.7,,,2Bd075,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,20.0,100.693,0.33,985.75
260,LC,2,2014-09-30,5,57,150,,19:15:00,17:55:00,19:28:00,,,,19L,Craugastoridae,Pristimantis,danae,150.0,sobre hoja,cantando,1.4,24.0,,,2Bd078,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,20.0,100.693,0.33,985.75
261,LC,2,2014-09-30,5,57,150,3.0,19:15:00,17:55:00,19:20:00,,,,19L,Craugastoridae,Pristimantis,danae,50.0,sobre hoja,contacto,1.4,27.9,,,2Bd074,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,20.0,100.693,0.33,985.75
262,LC,2,2014-09-30,5,57,150,,19:15:00,17:55:00,19:42:00,,,,19L,Plethodontidae,Bolitoglossa,cf altamazonica,15.0,sobre hoja,activo,1.2,33.6,0.66,,2Bd077,154379,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,20.0,100.693,0.33,985.75
263,LC,2,2014-09-30,5,57,150,,19:15:00,17:55:00,19:44:00,8562956.0,282327.0,978.0,19L,Bufonidae,Rhinella,tacana,40.0,sobre rama,alerta,0.4,16.4,,,2Bd076,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,20.0,100.693,0.33,985.75
264,AB,5,2016-07-12,5,5,1000,6.0,19:16:00,19:36:00,19:29:00,281488.0,8563338.0,823.0,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.0,suelo,activo,1.75,43.3,31.1,4685-4695,5Bd069,,,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,23.5,,0.52,826.25
265,AB,5,2016-07-12,5,5,1000,6.0,19:16:00,19:36:00,19:23:00,281490.0,8563335.0,822.0,19L,Craugastoridae,Pristimantis,ockendeni,1.0,hoja,atento,1.35,26.1,,4772-4802,5Bd067,22277,,2016,7,12,2.0,0.0,100.0,0.0,0.0,99.0,0.0,23.5,,0.52,826.25
