phase,phase_code,date,day,plot,distance,evaluators,start_time,end_time,encounter_time,height,zone,family,genus,species,location_m,location_type,behavior,mass,body_len,tail_len,photo_code,hyssop_code,capture_code,additional_obs,year,month,day2,OPE,rain,fuel,total_hrs,hr_pp,ppls,flights,temp,hum,luna,elev,eastings,northings,long,lat
EC,1,6/18/2014,1,44,250,3,18:35:00,19:12:00,18:58:00,953.930298,19L,Craugastoridae,Pristimantis,danae,0,en el suelo,saltando,1.78,25.32,,,Bd005,,,2014,6,18,4,0,0,820,24,32,10,19,97.5,0.68,963.25,282179,8563016,-71.00820674,-12.99086602
EC,1,6/18/2014,1,44,250,3,18:35:00,19:12:00,18:54:00,959.228394,19L,Craugastoridae,Pristimantis,danae,0.1,en un peque??o tallo ,sentado,0.94,22.82,,,Bd004,,,2014,6,18,4,0,0,820,24,32,10,19,97.5,0.68,963.25,282179,8563016,-71.00820674,-12.99086602
EC,1,6/18/2014,1,44,250,3,18:35:00,19:12:00,19:09:00,957.381287,19L,Craugastoridae,Pristimantis,ockendeni,1.4,en una helecho arboreo,activo,0.82,20.4,,,Bd006,,,2014,6,18,4,0,0,820,24,32,10,19,97.5,0.68,963.25,282179,8563016,-71.00820674,-12.99086602
EC,1,6/18/2014,1,43,250,3,20:14:00,20:50:00,8:35:00,959.724915,19L,Hylidae,Dendropsophus,aff parviceps,1,en una hoja grande,saltando,0.87,22.7,,,Bd008,,,2014,6,18,4,0,0,820,24,32,10,18,99,0.68,960.75,282155,8562946,-71.008433,-12.99149691
EC,1,6/18/2014,1,43,250,3,20:14:00,20:50:00,8:18:00,967.730042,19L,Craugastoridae,Pristimantis,danae,0.5,en una hoja grande,activo,0.72,20.4,,,Bd007,,,2014,6,18,4,0,0,820,24,32,10,18,99,0.68,960.75,282155,8562946,-71.008433,-12.99149691
EC,1,6/18/2014,1,56,150,3,21:32:00,22:13:00,21:39:00,977.412048,19L,Craugastoridae,Pristimantis,danae,0,en el suelo,saltando,2.83,32.07,,,Bd010,,,2014,6,18,4,0,0,820,24,32,10,18,99,0.68,976,282275,8562940,-71.00732757,-12.99155968
EC,1,6/18/2014,1,56,150,3,21:32:00,22:13:00,21:40:00,973.876587,19L,Craugastoridae,Pristimantis,danae,0,en vegetacion cortada,saltando,2.34,30.09,,,Bd011,,,2014,6,18,4,0,0,820,24,32,10,18,99,0.68,976,282275,8562940,-71.00732757,-12.99155968
EC,1,6/18/2014,1,56,150,3,21:32:00,22:13:00,22:06:00,981.05481,19L,Craugastoridae,Pristimantis,danae,0.35,en una rama caida,activo,1.39,26.2,,,Bd013,,,2014,6,18,4,0,0,820,24,32,10,18,99,0.68,976,282275,8562940,-71.00732757,-12.99155968
EC,1,6/18/2014,1,56,150,3,21:32:00,22:13:00,21:38:00,977.412048,19L,Craugastoridae,Pristimantis,aff pharangobates,0.2,en una hoja,activo,0.87,20.7,,,Bd009,,,2014,6,18,4,0,0,820,24,32,10,18,99,0.68,976,282275,8562940,-71.00732757,-12.99155968
EC,1,6/18/2014,1,56,150,3,21:32:00,22:13:00,21:50:00,969.280701,19L,Craugastoridae,Pristimantis,aff pharangobates,0,,,0.78,21.3,,,Bd012,,,2014,6,18,4,0,0,820,24,32,10,18,99,0.68,976,282275,8562940,-71.00732757,-12.99155968
EC,1,6/18/2014,1,55,150,3,22:53:00,23:40:00,23:03:00,978.133362,19L,Bufonidae,Rhinella,tacana,1.2,en un arbol,activo,1.13,25.5,,,Bd014,,,2014,6,18,4,0,0,820,24,32,10,18,98.5,0.68,965.75,282204,8562882,-71.00798608,-12.99207878
EC,1,6/19/2014,2,32,500,3,18:35:00,19:15:00,18:48:00,916.569336,19L,Craugastoridae,Pristimantis,aff pharangobates,0.4,en una hoja,activo,0.52,17.92,,,Bd017,,,2014,6,19,4,0,0,930,22.14285714,42,6,18,98.5,0.57,878.25,281568,8563440,-71.01380654,-12.9869907
EC,1,6/19/2014,2,32,500,3,18:35:00,19:15:00,18:40:00,901.489258,19L,Craugastoridae,Pristimantis,aff pharangobates,0,en el suelo,saltando,,,,,,,Cerca al punto GPS,2014,6,19,4,0,0,930,22.14285714,42,6,18,98.5,0.57,878.25,281568,8563440,-71.01380654,-12.9869907
EC,1,6/19/2014,2,31,500,3,19:35:00,20:15:00,19:37:00,914.918396,19L,Leptodactylidae,Adenomera,andreae,0,en el suelo,saltando,0.85,21.13,,,Bd018,,,2014,6,19,4,0,0,930,22.14285714,42,6,18,99,0.57,916.25,281955,8563134,-71.01026244,-12.98978368
EC,1,6/19/2014,2,68,50,3,21:23:00,22:03:00,21:37:00,1002.402771,19L,Craugastoridae,Pristimantis,aff altamazonica,0,en hojarasca,activo,0.75,12.7,,,Bd020,UNMS 154299,,2014,6,19,4,0,0,930,22.14285714,42,6,18,98.5,0.57,998.5,282335,8562866,-71.00678,-12.9922327
EC,1,6/19/2014,2,68,50,3,21:23:00,22:03:00,21:59:00,1006.654419,19L,Craugastoridae,Pristimantis,danae,0.4,en tallo cortado,activo,0.42,17.5,,,Bd022,,Juvenil,2014,6,19,4,0,0,930,22.14285714,42,6,18,98.5,0.57,998.5,282335,8562866,-71.00678,-12.9922327
EC,1,6/19/2014,2,68,50,3,21:23:00,22:03:00,21:47:00,1003.624451,19L,Craugastoridae,Pristimantis,gagliardi,0.5,en rama caida,activo,0.22,14.1,,,Bd021,UNMS 154300,,2014,6,19,4,0,0,930,22.14285714,42,6,18,98.5,0.57,998.5,282335,8562866,-71.00678,-12.9922327
EC,1,6/19/2014,2,68,50,3,21:23:00,22:03:00,22:03:00,1005.899658,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,0.1,9.8,,,Bd023,UNMS 154298,,2014,6,19,4,0,0,930,22.14285714,42,6,18,98.5,0.57,998.5,282335,8562866,-71.00678,-12.9922327
EC,1,6/19/2014,2,67,50,3,23:06:00,23:46:00,23:44:00,1007.360291,19L,Craugastoridae,Pristimantis,danae,1.7,en tallo,alerta,3.08,30.46,,,Bd027,,,2014,6,19,4,0,0,930,22.14285714,42,6,18,97,0.57,1000.75,282304,8562809,-71.00706983,-12.99274561
EC,1,6/19/2014,2,67,50,3,23:06:00,23:46:00,23:31:00,1002.121094,19L,Leptodactylidae,Adenomera,andreae,0,en hojarasca,saltando,0.49,16.7,,,Bd026,,,2014,6,19,4,0,0,930,22.14285714,42,6,18,97,0.57,1000.75,282304,8562809,-71.00706983,-12.99274561
EC,1,6/19/2014,2,67,50,3,23:06:00,23:46:00,23:13:00,1005.243286,19L,Craugastoridae,Noblella,sp,0,en hojarasca,saltando,0.25,12.3,,,Bd025,UNMS 154297,,2014,6,19,4,0,0,930,22.14285714,42,6,18,97,0.57,1000.75,282304,8562809,-71.00706983,-12.99274561
EC,1,6/20/2014,3,27,500,3,18:42:00,19:22:00,19:05:00,941.841309,19L,Bufonidae,Rhinella,tacana,0.8,en hoja de bambu,alerta,2.39,29,,,Bd031,,"Macho, se encontraba en vegetacion secundaria de arboles de 5m de diametro",2014,6,20,4,0,0,920,11.64556962,79,6,18,98,0.45,928,281839,8562946,-71.01134511,-12.99147438
EC,1,6/20/2014,3,27,500,3,18:42:00,19:22:00,18:52:00,909.309021,19L,Craugastoridae,Pristimantis,gagliardi,8.75,en el suelo,saltando,0.42,17.45,,,Bd029,,Del punto GPS 43 al borde de la parcela (esq 3-4) 3 m en L,2014,6,20,4,0,0,920,11.64556962,79,6,18,98,0.45,928,281839,8562946,-71.01134511,-12.99147438
EC,1,6/20/2014,3,27,500,3,18:42:00,19:22:00,19:15:00,938.924744,19L,Craugastoridae,Noblella,sp,0.15,en helecho,activo,0.06,8.75,,,Bd030,UNMS 154306,,2014,6,20,4,0,0,920,11.64556962,79,6,18,98,0.45,928,281839,8562946,-71.01134511,-12.99147438
EC,1,6/20/2014,3,28,500,3,20:02:00,20:42:00,20:35:00,929.92804,19L,Craugastoridae,Pristimantis,gagliardi,0.2,en hoja,esperando,0.39,18.5,,,Bd032,,,2014,6,20,4,0,0,920,11.64556962,79,6,18,99,0.45,934.75,281903,8562901,-71.01075859,-12.99188562
EC,1,6/20/2014,3,8,1000,3,21:52:00,22:32:00,22:13:00,804.54718,19L,Bufonidae,Rhinella,tacana,0.6,en hoja,activo,1.15,23.03,,,Bd034,,,2014,6,20,4,0,0,920,11.64556962,79,6,19,99,0.45,820.75,281585,8563480,-71.01364697,-12.98663043
EC,1,6/20/2014,3,8,1000,3,21:52:00,22:32:00,21:57:00,822.690247,19L,Leptodactylidae,Adenomera,andreae,0,en el suelo,alerta,1.04,19.6,,,Bd033,,,2014,6,20,4,0,0,920,11.64556962,79,6,19,99,0.45,820.75,281585,8563480,-71.01364697,-12.98663043
EC,1,6/20/2014,3,8,1000,3,21:52:00,22:32:00,22:24:00,809.616882,19L,Craugastoridae,Pristimantis,ockendeni,1.8,en hoja,alerta,0.84,23.42,,,Bd035,,En hoja de Melastomataceae de 4 m de altura,2014,6,20,4,0,0,920,11.64556962,79,6,19,99,0.45,820.75,281585,8563480,-71.01364697,-12.98663043
EC,1,6/20/2014,3,7,1000,3,23:05:00,23:45:00,23:38:00,817.032166,19L,Craugastoridae,Pristimantis,aff pharangobates,0,en suelo,alerta,1.08,22.38,,,Bd039,,,2014,6,20,4,0,0,920,11.64556962,79,6,19,99,0.45,808.25,281546,8563434,-71.01400972,-12.98704336
EC,1,6/20/2014,3,7,1000,3,23:05:00,23:45:00,23:22:00,806.772644,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,en hoja,activo,0.47,18.2,,,Bd036,,,2014,6,20,4,0,0,920,11.64556962,79,6,19,99,0.45,808.25,281546,8563434,-71.01400972,-12.98704336
EC,1,6/20/2014,3,7,1000,3,23:05:00,23:45:00,23:32:00,814.401489,19L,Craugastoridae,Pristimantis,aff pharangobates,0,en suelo,saltando,0.29,16.31,,,Bd038,,A 9m del punto gps,2014,6,20,4,0,0,920,11.64556962,79,6,19,99,0.45,808.25,281546,8563434,-71.01400972,-12.98704336
EC,1,6/20/2014,3,7,1000,3,23:05:00,23:45:00,23:23:00,806.772644,19L,Craugastoridae,Noblella,sp,0.1,en hoja,activo,0.18,10.82,,,Bd037,UNMS 154307,,2014,6,20,4,0,0,920,11.64556962,79,6,19,99,0.45,808.25,281546,8563434,-71.01400972,-12.98704336
EC,1,6/21/2014,4,37,250,3,19:10:00,19:50:00,19:46:00,970.018616,19L,Bufonidae,Rhinella,tacana,1,en hoja,atento,1.2,25.02,,,Bd045,,"Macho, a 3m del GPS 53 ",2014,6,21,4,0,0,920,11.35802469,81,3,18.5,104.5,0.35,998.5,282018,8562609,-71.00972003,-12.99453266
EC,1,6/21/2014,4,37,250,3,19:10:00,19:50:00,19:28:00,969.755981,19L,Craugastoridae,Pristimantis,aff pharangobates,0,en hojarasca,saltando,0.88,22.26,,,Bd047,,En hoja seca de Cecropia ,2014,6,21,4,0,0,920,11.35802469,81,3,18.5,104.5,0.35,998.5,282018,8562609,-71.00972003,-12.99453266
EC,1,6/21/2014,4,37,250,3,19:10:00,19:50:00,19:30:00,972.892273,19L,Bufonidae,Rhinella,tacana,0.4,en hoja,activo,0.39,18.42,,,Bd043,,,2014,6,21,4,0,0,920,11.35802469,81,3,18.5,104.5,0.35,998.5,282018,8562609,-71.00972003,-12.99453266
EC,1,6/21/2014,4,37,250,3,19:10:00,19:50:00,19:24:00,970.018616,19L,Craugastoridae,Pristimantis,sp inglenaranja,0.25,en hoja,activo,0.13,11.71,,,Bd046,,"Sobre hoja de planta de 1,5m",2014,6,21,4,0,0,920,11.35802469,81,3,18.5,104.5,0.35,998.5,282018,8562609,-71.00972003,-12.99453266
EC,1,6/21/2014,4,37,250,3,19:10:00,19:50:00,19:35:00,972.892273,19L,Craugastoridae,Pristimantis,gagliardi,0.5,en hoja,atento,0.09,10.32,,,Bd044,,A 1m del punto GPS,2014,6,21,4,0,0,920,11.35802469,81,3,18.5,104.5,0.35,998.5,282018,8562609,-71.00972003,-12.99453266
EC,1,6/21/2014,4,37,250,3,19:10:00,19:50:00,19:16:00,969.755981,19L,Craugastoridae,Pristimantis,gagliardi,0.1,en tallo doblado,saltando,,,,,,,"Se escapo, estaba cerca al punto GPS.",2014,6,21,4,0,0,920,11.35802469,81,3,18.5,104.5,0.35,998.5,282018,8562609,-71.00972003,-12.99453266
EC,1,6/21/2014,4,54,150,3,21:10:00,21:50:00,21:38:00,985.128601,19L,Craugastoridae,Pristimantis,danae,0.5,en helecho,saltando,1.11,22.68,,,Bd051,,,2014,6,21,4,0,0,920,11.35802469,81,3,18.5,99,0.35,984.25,282187,8562812,-71.00814783,-12.99271017
EC,1,6/21/2014,4,54,150,3,21:10:00,21:50:00,21:45:00,980.189758,19L,Craugastoridae,Pristimantis,danae,0,en el suelo,saltando,0.38,16.79,,,Bd052,,,2014,6,21,4,0,0,920,11.35802469,81,3,18.5,99,0.35,984.25,282187,8562812,-71.00814783,-12.99271017
EC,1,6/21/2014,4,54,150,3,21:10:00,21:50:00,21:48:00,984.0578,19L,Bufonidae,Rhinella,tacana,0.4,en hoja,saltando,0.24,15.21,,,Bd050,,Ubicada a 1m a la derecha del punto GPS,2014,6,21,4,0,0,920,11.35802469,81,3,18.5,99,0.35,984.25,282187,8562812,-71.00814783,-12.99271017
EC,1,6/21/2014,4,54,150,3,21:10:00,21:50:00,21:40:00,984.0578,19L,Craugastoridae,Pristimantis,danae,0.5,en helecho,saltando,,,,,,,Se escapo,2014,6,21,4,0,0,920,11.35802469,81,3,18.5,99,0.35,984.25,282187,8562812,-71.00814783,-12.99271017
EC,1,6/22/2014,5,29,500,3,18:05:00,18:45:00,18:12:00,850.183105,19L,Craugastoridae,Oreobates,amarakaeri,0,en el suelo,saltando,6.42,38.2,,,Bd064,UNMS 154309,Cerca a la quebrada,2014,6,22,4,0,0,900,11.11111111,81,9,20,98,0.25,934,281882,8562972,-71.01094695,-12.99124248
EC,1,6/22/2014,5,29,500,3,18:05:00,18:45:00,18:20:00,920.190491,19L,Craugastoridae,Pristimantis,danae,0.15,en rama,activo,1.35,25.32,,,Bd063,,En una planta de 3m. De veg secundaria,2014,6,22,4,0,0,900,11.11111111,81,9,20,98,0.25,934,281882,8562972,-71.01094695,-12.99124248
EC,1,6/22/2014,5,29,500,3,18:05:00,18:45:00,18:09:00,918.813721,19L,Craugastoridae,Pristimantis,danae,0.15,en hojarasca,activo,1.29,24.65,,,Bd066,,,2014,6,22,4,0,0,900,11.11111111,81,9,20,98,0.25,934,281882,8562972,-71.01094695,-12.99124248
EC,1,6/22/2014,5,29,500,3,18:05:00,18:45:00,18:45:00,917.48407,19L,Craugastoridae,Pristimantis,aff pharangobates,0.8,en rama,atento,0.93,23.05,,,Bd067,,,2014,6,22,4,0,0,900,11.11111111,81,9,20,98,0.25,934,281882,8562972,-71.01094695,-12.99124248
EC,1,6/22/2014,5,29,500,3,18:05:00,18:45:00,18:24:00,917.984741,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.2,en palo roto,trepando,0.75,32.4,,,Bd065,UNMS 154317,,2014,6,22,4,0,0,900,11.11111111,81,9,20,98,0.25,934,281882,8562972,-71.01094695,-12.99124248
EC,1,6/22/2014,5,29,500,3,18:05:00,18:45:00,18:41:00,922.130249,19L,Bufonidae,Rhinella,tacana,1.2,en hoja,alerta,0.6,19.8,,,Bd068,,,2014,6,22,4,0,0,900,11.11111111,81,9,20,98,0.25,934,281882,8562972,-71.01094695,-12.99124248
EC,1,6/22/2014,5,30,500,3,19:33:00,20:13:00,19:33:00,918.424927,19L,Bufonidae,Rhinella,tacana,0.5,en hoja,atento,3.02,31.92,,,Bd072,,,2014,6,22,4,0,0,900,11.11111111,81,9,19,99,0.25,938,281912,8563030,-71.01066627,-12.99072047
EC,1,6/22/2014,5,30,500,3,19:33:00,20:13:00,19:37:00,918.278625,19L,Leptodactylidae,Adenomera,andreae,0,en hojarasca,saltando,1.04,24.08,,,Bd073,,,2014,6,22,4,0,0,900,11.11111111,81,9,19,99,0.25,938,281912,8563030,-71.01066627,-12.99072047
EC,1,6/22/2014,5,30,500,3,19:33:00,20:13:00,20:02:00,920.704956,19L,Craugastoridae,Pristimantis,gagliardi,0.15,en hoja,saltando,0.48,17.81,,,Bd070,,,2014,6,22,4,0,0,900,11.11111111,81,9,19,99,0.25,938,281912,8563030,-71.01066627,-12.99072047
EC,1,6/22/2014,5,30,500,3,19:33:00,20:13:00,20:12:00,921.067871,19L,Craugastoridae,Noblella,sp,0.1,en hoja,saltando,0.1,10.02,,,Bd071,,Con foto,2014,6,22,4,0,0,900,11.11111111,81,9,19,99,0.25,938,281912,8563030,-71.01066627,-12.99072047
EC,1,6/22/2014,5,41,250,3,21:01:00,21:41:00,21:40:00,967.585388,19L,Craugastoridae,Pristimantis,danae,0.3,en hoja,atento,2.25,32.7,,,Bd075,,A 3m del punto GPS,2014,6,22,4,0,0,900,11.11111111,81,9,19,102,0.25,956,282078,8562846,-71.00914986,-12.99239514
EC,1,6/22/2014,5,41,250,3,21:01:00,21:41:00,21:41:00,967.585388,19L,Craugastoridae,Pristimantis,danae,0.5,en hoja,activo,0.3,16.8,,,Bd081,,"A 1.5m del punto GPS, juvenil",2014,6,22,4,0,0,900,11.11111111,81,9,19,102,0.25,956,282078,8562846,-71.00914986,-12.99239514
EC,1,6/22/2014,5,41,250,3,21:01:00,21:41:00,21:41:00,967.585388,19L,Craugastoridae,Pristimantis,ockendeni,0.5,en hoja,atento,0.29,17.21,,,Bd074,,"A 2m del punto GPS, con foto",2014,6,22,4,0,0,900,11.11111111,81,9,19,102,0.25,956,282078,8562846,-71.00914986,-12.99239514
EC,1,6/22/2014,5,41,250,3,21:01:00,21:41:00,21:38:00,965.301758,19L,Craugastoridae,Noblella,sp,0,en el suelo,saltando,0.13,9.6,,,Bd078,,,2014,6,22,4,0,0,900,11.11111111,81,9,19,102,0.25,956,282078,8562846,-71.00914986,-12.99239514
EC,1,6/22/2014,5,41,250,3,21:01:00,21:41:00,21:39:00,965.301758,19L,Craugastoridae,Noblella,sp,0,en el suelo,saltando,0.13,11,,,Bd079,UNMS 154318,,2014,6,22,4,0,0,900,11.11111111,81,9,19,102,0.25,956,282078,8562846,-71.00914986,-12.99239514
EC,1,6/22/2014,5,41,250,3,21:01:00,21:41:00,21:40:00,965.301758,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.05,en hoja,activo,0.09,16.12,,,Bd080,,Cola = 9.1,2014,6,22,4,0,0,900,11.11111111,81,9,19,102,0.25,956,282078,8562846,-71.00914986,-12.99239514
EC,1,6/22/2014,5,41,250,3,21:01:00,21:41:00,21:36:00,965.301758,19L,Craugastoridae,Noblella,sp,0,en el suelo,saltando,0.05,8.3,,,Bd077,,,2014,6,22,4,0,0,900,11.11111111,81,9,19,102,0.25,956,282078,8562846,-71.00914986,-12.99239514
EC,1,6/22/2014,5,41,250,3,21:01:00,21:41:00,21:35:00,965.301758,19L,Craugastoridae,Noblella,sp,0,en el suelo,saltando,0.04,9.5,,,Bd076,,,2014,6,22,4,0,0,900,11.11111111,81,9,19,102,0.25,956,282078,8562846,-71.00914986,-12.99239514
EC,1,6/22/2014,5,42,250,3,22:40:00,23:20:00,23:19:00,960.477478,19L,Bufonidae,Rhinella,tacana,1,en hoja,activo,1.09,22.58,,,Bd083,,,2014,6,22,4,0,0,900,11.11111111,81,9,19,103.5,0.25,964.5,282085,8562901,-71.00908136,-12.99189859
EC,1,6/22/2014,5,42,250,3,22:40:00,23:20:00,23:15:00,959.580627,19L,Bufonidae,Rhinella,tacana,1.5,en hoja,activo,0.99,24.4,,,Bd084,,,2014,6,22,4,0,0,900,11.11111111,81,9,19,103.5,0.25,964.5,282085,8562901,-71.00908136,-12.99189859
EC,1,6/22/2014,5,42,250,3,22:40:00,23:20:00,23:00:00,961.364685,19L,Craugastoridae,Pristimantis,aff pharangobates,0.5,en hoja,esperando,0.4,18.01,,,Bd082,,A 2m del punto GPS,2014,6,22,4,0,0,900,11.11111111,81,9,19,103.5,0.25,964.5,282085,8562901,-71.00908136,-12.99189859
EC,1,6/24/2014,6,1,1000,3,17:50:00,18:30:00,18:29:00,830.765076,19L,Bufonidae,Rhinella,tacana,0.8,en hoja,atento,1.28,23,,,Bd087,,,2014,6,24,4,0,0,930,11.48148148,81,10,22,97,0.1,846.75,281366,8563097,-71.01569305,-12.990076
EC,1,6/24/2014,6,1,1000,3,17:50:00,18:30:00,18:08:00,965.301758,19L,Craugastoridae,Pristimantis,aff altamazonica,2,en hoja,cantando,0.5,17.7,,,Bd089,UNMS 154322,En hoja de trepadora de arbol de 20m. Con grabacion. Con foto,2014,6,24,4,0,0,930,11.48148148,81,10,22,97,0.1,846.75,281366,8563097,-71.01569305,-12.990076
EC,1,6/24/2014,6,1,1000,3,17:50:00,18:30:00,18:16:00,843.25116,19L,Craugastoridae,Pristimantis,gagliardi,0.1,en helecho,saltando,0.41,16.3,,,Bd088,,,2014,6,24,4,0,0,930,11.48148148,81,10,22,97,0.1,846.75,281366,8563097,-71.01569305,-12.990076
EC,1,6/24/2014,6,1,1000,3,17:50:00,18:30:00,18:24:00,827.822083,19L,Bufonidae,Rhinella,tacana,0.3,en hoja,saltando,0.31,16.2,,,Bd086,,,2014,6,24,4,0,0,930,11.48148148,81,10,22,97,0.1,846.75,281366,8563097,-71.01569305,-12.990076
EC,1,6/24/2014,6,1,1000,3,17:50:00,18:30:00,18:03:00,798.884155,19L,Bufonidae,Rhinella,tacana,0,en hojarasca,saltando,0.3,16.2,,,Bd085,,,2014,6,24,4,0,0,930,11.48148148,81,10,22,97,0.1,846.75,281366,8563097,-71.01569305,-12.990076
EC,1,6/24/2014,6,2,1000,3,19:00:00,19:40:00,19:27:00,839.170654,19L,Plethodontidae,Bolitoglossa,cf altamazonica,0.2,en hoja,activo,0.75,34.2,,,Bd090,,"Cola = 23.15 , Ubicada en planta de 40 cm de altura",2014,6,24,4,0,0,930,11.48148148,81,10,21,99,0.1,840,281404,8563149,-71.01533907,-12.98960878
EC,1,6/24/2014,6,2,1000,3,19:00:00,19:40:00,19:37:00,835.446472,19L,Craugastoridae,Noblella,sp,0,en el suelo,saltando,0.12,9.11,,,Bd091,,3 fotos cell JC,2014,6,24,4,0,0,930,11.48148148,81,10,21,99,0.1,840,281404,8563149,-71.01533907,-12.98960878
EC,1,6/24/2014,6,3,1000,3,20:09:00,20:49:00,20:22:00,832.74231,19L,Bufonidae,Rhinella,tacana,2,en hoja,saltando,1.98,34.28,,,Bd093,,Cerca al punto GPS,2014,6,24,4,0,0,930,11.48148148,81,10,22,99,0.1,831.75,281416,8563211,-71.01522397,-12.98904934
EC,1,6/24/2014,6,3,1000,3,20:09:00,20:49:00,20:40:00,833.781311,19L,Bufonidae,Rhinella,tacana,0.2,en hoja,atento,0.56,19.2,,,Bd097,,,2014,6,24,4,0,0,930,11.48148148,81,10,22,99,0.1,831.75,281416,8563211,-71.01522397,-12.98904934
EC,1,6/24/2014,6,3,1000,3,20:09:00,20:49:00,20:23:00,831.433289,19L,Craugastoridae,Pristimantis,ockendeni,0.4,en hoja,activo,0.45,20.35,,,Bd096,,,2014,6,24,4,0,0,930,11.48148148,81,10,22,99,0.1,831.75,281416,8563211,-71.01522397,-12.98904934
EC,1,6/24/2014,6,3,1000,3,20:09:00,20:49:00,20:31:00,833.100037,19L,Bufonidae,Rhinella,tacana,0,en el suelo,saltando,0.44,18.55,,,Bd098,,,2014,6,24,4,0,0,930,11.48148148,81,10,22,99,0.1,831.75,281416,8563211,-71.01522397,-12.98904934
EC,1,6/24/2014,6,3,1000,3,20:09:00,20:49:00,20:36:00,833.501282,19L,Bufonidae,Rhinella,tacana,0.15,en hoja,atento,0.34,19.12,,,Bd092,,OOOO,2014,6,24,4,0,0,930,11.48148148,81,10,22,99,0.1,831.75,281416,8563211,-71.01522397,-12.98904934
EC,1,6/24/2014,6,3,1000,3,20:09:00,20:49:00,20:29:00,833.100037,19L,Bufonidae,Rhinella,tacana,0.8,en hoja de trepadora,atento,0.18,15,,,Bd095,,,2014,6,24,4,0,0,930,11.48148148,81,10,22,99,0.1,831.75,281416,8563211,-71.01522397,-12.98904934
EC,1,6/24/2014,6,3,1000,3,20:09:00,20:49:00,20:00:00,832.74231,19L,Craugastoridae,Noblella,sp,0,en hojarasca,esperando,0.13,10.4,,,Bd094,,Cerca al punto GPS,2014,6,24,4,0,0,930,11.48148148,81,10,22,99,0.1,831.75,281416,8563211,-71.01522397,-12.98904934
EC,1,6/24/2014,6,4,1000,3,21:30:00,22:10:00,21:49:00,838.607117,19L,Craugastoridae,Pristimantis,aff pharangobates,0.4,en vegetacion cortada,saltando,0.99,23.9,,,Bd100,,,2014,6,24,4,0,0,930,11.48148148,81,10,21,99,0.1,830.75,281469,8563246,-71.014733,-12.98873683
EC,1,6/24/2014,6,4,1000,3,21:30:00,22:10:00,21:58:00,836.392273,19L,Craugastoridae,Pristimantis,aff pharangobates,0.5,en hoja de herbacea,activo,0.46,17.81,,,Bd101,,,2014,6,24,4,0,0,930,11.48148148,81,10,21,99,0.1,830.75,281469,8563246,-71.014733,-12.98873683
EC,1,6/24/2014,6,5,1000,3,22:40:00,23:20:00,23:01:00,827.77063,19L,Craugastoridae,Pristimantis,aff pharangobates,0.2,en hoja de helecho,activo,0.45,18.9,,,Bd102,,,2014,6,24,4,0,0,930,11.48148148,81,10,21,99,0.1,826.25,281467,8563316,-71.01474633,-12.98810409
EC,1,6/24/2014,6,5,1000,3,22:40:00,23:20:00,22:49:00,829.03656,19L,Craugastoridae,Noblella,sp,0,en vegetacion cortada,saltando,0.12,9.3,,,Bd104,UNMS 154323,,2014,6,24,4,0,0,930,11.48148148,81,10,21,99,0.1,826.25,281467,8563316,-71.01474633,-12.98810409
EC,1,6/24/2014,6,5,1000,3,22:40:00,23:20:00,22:48:00,829.03656,19L,Craugastoridae,Noblella,sp,0.05,en hoja,saltando,0.1,10.01,,,Bd103,,,2014,6,24,4,0,0,930,11.48148148,81,10,21,99,0.1,826.25,281467,8563316,-71.01474633,-12.98810409
EC,1,6/25/2014,7,52,150,3,0:01:00,0:41:00,0:20:00,971.471069,19L,Craugastoridae,Pristimantis,danae,0,en el suelo,activo,1.13,25.4,,,Bd136,,Cerca al punto GPS,2014,6,25,4,5.5,0,980,11.52941176,85,3,20,101,0.05,986.75,282122,8562722,-71.00875339,-12.99351888
EC,1,6/25/2014,7,52,150,3,0:01:00,0:41:00,0:04:00,980.779724,19L,Bufonidae,Rhinella,tacana,0.6,en hoja,activo,0.84,20.55,,,Bd135,,,2014,6,25,4,5.5,0,980,11.52941176,85,3,20,101,0.05,986.75,282122,8562722,-71.00875339,-12.99351888
EC,1,6/25/2014,7,52,150,3,0:01:00,0:41:00,0:16:00,980.786438,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,en hoja,activo,0.73,20.05,,,Bd139,,,2014,6,25,4,5.5,0,980,11.52941176,85,3,20,101,0.05,986.75,282122,8562722,-71.00875339,-12.99351888
EC,1,6/25/2014,7,52,150,3,0:01:00,0:41:00,0:16:00,980.786438,19L,Craugastoridae,Pristimantis,gagliardi,0.3,en hoja,activo,0.18,13.21,,,Bd137,,,2014,6,25,4,5.5,0,980,11.52941176,85,3,20,101,0.05,986.75,282122,8562722,-71.00875339,-12.99351888
EC,1,6/25/2014,7,52,150,3,0:01:00,0:41:00,0:31:00,979.307312,19L,Craugastoridae,Pristimantis,gagliardi,1,en musgo de arbol,activo,0.15,11.5,,,Bd138,,,2014,6,25,4,5.5,0,980,11.52941176,85,3,20,101,0.05,986.75,282122,8562722,-71.00875339,-12.99351888
