,Phase,Phase #,Date,Day,Plot,Distance,# Evaluators,Start Time,End Time,Encounter time,Height,Zone,Family,Genus,Species,Location (m),Location Type,Behavior,Mass,Body Length,Tail Length,Photo Code,Hyssop Code,Capture Code,Additional Obs,Year,Month,Date2,OPE,Rain,S_fuel,S_hour,S_hr/pp,S_peeps,flights,Temp,Hum,Luna,Elev,Lat,Long
704,RI,4,2015-07-16,3,69,50,5.0,23:01:00,23:25:00,23:10:00,,,Craugastoridae,Noblella,sp,0.0,hojarasca,activo,0.83,12.0,,,4Bd053,154477,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,17.581,101.924,0.0,1029.0,282374,8562841
705,RI,4,2015-07-16,3,69,50,5.0,23:01:00,23:25:00,23:15:00,,,Craugastoridae,Noblella,sp,0.2,hoja,activo,0.21,12.7,,,4Bd054,154478,,2015,7,16,6.0,0.0,623.0,1254.0,11.0,114.0,0.0,17.581,101.924,0.0,1029.0,282374,8562841
706,EC,1,2014-06-20,3,7,1000,3.0,23:05:00,23:45:00,23:38:00,817.032165999999,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en suelo,alerta,1.08,22.38,,,Bd039,,,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,19.0,99.0,0.45,808.25,281546,8563434
707,EC,1,2014-06-20,3,7,1000,3.0,23:05:00,23:45:00,23:22:00,806.772644,19L,Craugastoridae,Pristimantis,aff pharangobates,0.3,en hoja,activo,0.47,18.2,,,Bd036,,,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,19.0,99.0,0.45,808.25,281546,8563434
708,EC,1,2014-06-20,3,7,1000,3.0,23:05:00,23:45:00,23:32:00,814.401488999999,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en suelo,saltando,0.29,16.31,,,Bd038,,A 9m del punto gps,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,19.0,99.0,0.45,808.25,281546,8563434
709,EC,1,2014-06-20,3,7,1000,3.0,23:05:00,23:45:00,23:23:00,806.772644,19L,Craugastoridae,Noblella,sp,0.1,en hoja,activo,0.18,10.82,,,Bd037,UNMS 154307,,2014,6,20,4.0,0.0,0.0,920.0,11.645569620253164,79.0,6.0,19.0,99.0,0.45,808.25,281546,8563434
710,EC,1,2014-06-19,2,67,50,3.0,23:06:00,23:46:00,23:44:00,1007.360291,19L,Craugastoridae,Pristimantis,danae,1.7,en tallo,alerta,3.08,30.46,,,Bd027,,,2014,6,19,4.0,0.0,0.0,930.0,22.142857142857142,42.0,6.0,18.0,97.0,0.57,1000.75,282304,8562809
711,EC,1,2014-06-19,2,67,50,3.0,23:06:00,23:46:00,23:31:00,1002.121094,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,saltando,0.49,16.7,,,Bd026,,,2014,6,19,4.0,0.0,0.0,930.0,22.142857142857142,42.0,6.0,18.0,97.0,0.57,1000.75,282304,8562809
712,EC,1,2014-06-19,2,67,50,3.0,23:06:00,23:46:00,23:13:00,1005.243286,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,saltando,0.25,12.3,,,Bd025,UNMS 154297,,2014,6,19,4.0,0.0,0.0,930.0,22.142857142857142,42.0,6.0,18.0,97.0,0.57,1000.75,282304,8562809
713,AB,5,2016-10-07,3,53,150,5.0,23:11:00,23:35:00,23:26:00,984.0,19L,Craugastoridae,Pristimantis,danae,0.0,suelo,alerta,1.39,25.9,,4587-4596,5Bd048,22251,,2016,10,7,,,,99.0,1.98,50.0,0.0,21.5,,0.33,989.0,282155,8562771
714,DR,3,2015-02-08,9,63,50,6.0,23:18:00,23:38:00,23:28:00,1028.0,19L,Bufonidae,Rhinella,tacana,0.1,hoja,atento,1.55,26.3,,,3Bd179,,,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1019.0,282226,8562574
715,DR,3,2015-02-08,9,63,50,6.0,23:18:00,23:38:00,23:35:00,1023.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,alerta,0.36,16.8,,,3Bd177,,,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1019.0,282226,8562574
716,DR,3,2015-02-08,9,63,50,6.0,23:18:00,23:38:00,23:34:00,1021.0,19L,Craugastoridae,Pristimantis,gagliardi,0.7,hoja,activo,0.25,14.8,,,3Bd178,,,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1019.0,282226,8562574
717,DR,3,2015-02-08,9,63,50,6.0,23:18:00,23:38:00,23:20:00,1031.0,19L,Craugastoridae,Pristimantis,gagliardi,0.05,hoja,atento,0.17,12.0,,,3Bd180,,,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1019.0,282226,8562574
718,DR,3,2015-02-08,9,63,50,6.0,23:18:00,23:38:00,23:26:00,1028.0,19L,Bufonidae,Rhinella,tacana,0.1,hoja,saltando,0.09,9.9,,,3Bd181,,,2015,2,8,6.0,0.0,195.0,880.0,13.75,64.0,25.0,21.0,99.0,0.85,1019.0,282226,8562574
719,DR,3,2015-02-03,4,54,150,4.0,23:22:00,23:52:00,23:50:00,1047.0,19L,Bufonidae,Rhinella,tacana,1.6,rama,cantando,1.53,27.9,,,3Bd070,,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,99.0,0.99,984.25,282187,8562812
720,DR,3,2015-02-03,4,54,150,4.0,23:22:00,23:52:00,23:46:00,1047.0,19L,Craugastoridae,Noblella,sp,0.0,hojarasca,saltando,0.18,11.0,,,3Bd067,,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,99.0,0.99,984.25,282187,8562812
721,DR,3,2015-02-03,4,54,150,4.0,23:22:00,23:52:00,23:46:00,1047.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.1,hoja,alerta,0.11,11.6,,3688-3692,3Bd066,154423,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,99.0,0.99,984.25,282187,8562812
722,DR,3,2015-02-03,4,54,150,4.0,23:22:00,23:52:00,23:39:00,1046.0,19L,Craugastoridae,Pristimantis,danae,0.1,hoja,activo,0.09,10.0,,,3Bd068,,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,99.0,0.99,984.25,282187,8562812
723,DR,3,2015-02-03,4,54,150,4.0,23:22:00,23:52:00,23:49:00,1048.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,atento,0.08,9.7,,,3Bd069,,Una hora de lluvia moderada 16:30 - 17:50,2015,2,3,8.0,0.5,280.0,910.0,13.582089552238806,67.0,15.0,21.0,99.0,0.99,984.25,282187,8562812
724,AB,5,2016-07-14,6,61,50,5.0,23:30:00,23:54:00,23:41:00,1043.0,19L,Bufonidae,Rhinella,tacana,0.8,rama,alerta,3.37,31.6,,,5Bd103,,,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,20.5,,0.7,1060.25,282264,8562430
725,AB,5,2016-07-14,6,61,50,5.0,23:30:00,23:54:00,23:43:00,1044.0,19L,Craugastoridae,Pristimantis,danae,0.5,hoja,alerta,2.42,29.7,,,5Bd104,,,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,20.5,,0.7,1060.25,282264,8562430
726,AB,5,2016-07-14,6,61,50,5.0,23:30:00,23:54:00,23:48:00,1058.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,saltando,0.14,10.4,,,5Bd105,22287,GPS aproximado,2016,7,14,2.0,1.1,100.0,0.0,0.0,99.0,0.0,20.5,,0.7,1060.25,282264,8562430
727,LC,2,2014-09-28,3,65,50,,23:30:00,00:10:00,23:54:00,1011.0,19L,Craugastoridae,Pristimantis,olivaceus,50.0,sobre hoja,amplexus,1.35,25.1,,,2Bd057,154374,,2014,9,28,15.0,3.5,220.0,2350.0,12.176165803108809,193.0,12.0,19.0,101.917,0.15,1001.75,282245,8562702
728,LC,2,2014-09-28,3,65,50,,23:30:00,00:10:00,23:31:00,,,Bufonidae,Rhinella,tacana,50.0,sobre hoja,alerta,1.17,26.0,,,2Bd055,,,2014,9,28,15.0,3.5,220.0,2350.0,12.176165803108809,193.0,12.0,19.0,101.917,0.15,1001.75,282245,8562702
729,LC,2,2014-09-28,3,65,50,3.0,23:30:00,00:10:00,23:46:00,,,Bufonidae,Rhinella,tacana,70.0,sobre hoja,alerta,1.15,24.0,,,2Bd054,,,2014,9,28,15.0,3.5,220.0,2350.0,12.176165803108809,193.0,12.0,19.0,101.917,0.15,1001.75,282245,8562702
730,LC,2,2014-09-28,3,65,50,,23:30:00,00:10:00,23:54:00,1011.0,19L,Craugastoridae,Pristimantis,olivaceus,50.0,sobre hoja,amplexus,0.65,18.7,,,2Bd056,154373,,2014,9,28,15.0,3.5,220.0,2350.0,12.176165803108809,193.0,12.0,19.0,101.917,0.15,1001.75,282245,8562702
731,LC,2,2014-09-26,1,29,500,3.0,23:30:00,00:10:00,23:40:00,929.0,19L,Hylidae,Osteocephalus,mimeticus,70.0,sobre hoja en una quebrada,activo,0.35,16.7,,59-75,2Bd012,154353,juvenil,2014,9,26,15.0,5.0,383.0,2170.0,11.128205128205128,195.0,8.0,21.5,98.05,0.04,934.0,281882,8562972
732,DR,3,2015-02-05,6,70,50,4.0,23:30:00,00:00:00,23:30:00,,,Bufonidae,Rhinella,tacana,0.2,tubo,alerta,,,,,,,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho",2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,21.0,100.0,0.99,1041.25,282435,8562787
733,DR,3,2015-02-02,3,64,50,4.0,23:30:00,00:00:00,23:42:00,,,Phyllomedusidae,Callimedusa,tomopterna,2.0,hoja,activo,4.0,42.6,,,3Bd033,,Parcialmente nublado,2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,20.0,95.0,0.97,996.5,282189,8562639
734,DR,3,2015-02-09,10,46,250,4.0,23:30:00,00:00:00,23:40:00,945.0,19L,Craugastoridae,Pristimantis,danae,1.0,hoja,alerta,2.45,20.2,,,3Bd208,,Lluvia,2015,2,9,6.0,0.0,205.0,750.0,13.392857142857142,56.0,14.0,21.0,102.0,0.77,947.25,282260,8563061
735,DR,3,2015-02-05,6,70,50,4.0,23:30:00,00:00:00,23:48:00,1023.0,19L,Bufonidae,Rhinella,tacana,0.3,hoja,alerta,2.23,29.7,,,3Bd131,,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho",2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,21.0,100.0,0.99,1041.25,282435,8562787
736,DR,3,2015-02-02,3,64,50,4.0,23:30:00,00:00:00,23:45:00,,,Craugastoridae,Oreobates,amarakaeri,0.0,hojarasca,saltando,1.2,24.7,,,3Bd034,,Parcialmente nublado,2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,20.0,95.0,0.97,996.5,282189,8562639
737,DR,3,2015-02-02,3,64,50,4.0,23:30:00,00:00:00,23:35:00,,,Bufonidae,Rhinella,tacana,1.5,hoja,activo,1.19,28.2,,,3Bd032,,Parcialmente nublado,2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,20.0,95.0,0.97,996.5,282189,8562639
738,DR,3,2015-02-05,6,70,50,4.0,23:30:00,00:00:00,23:58:00,934.0,19L,Bufonidae,Rhinella,tacana,0.2,hoja,alerta,1.18,18.0,,,3Bd128,,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho",2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,21.0,100.0,0.99,1041.25,282435,8562787
739,DR,3,2015-02-02,3,64,50,4.0,23:30:00,00:00:00,23:52:00,1035.0,19L,Bufonidae,Rhinella,tacana,0.7,hoja,activo,0.85,14.1,,,3Bd035,,Parcialmente nublado,2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,20.0,95.0,0.97,996.5,282189,8562639
740,DR,3,2015-02-02,3,64,50,4.0,23:30:00,00:00:00,23:07:00,1004.0,19L,Craugastoridae,Pristimantis,danae,0.0,hojarasca,atento,0.75,19.8,,,3Bd031,,Parcialmente nublado,2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,20.0,95.0,0.97,996.5,282189,8562639
741,DR,3,2015-02-05,6,70,50,4.0,23:30:00,00:00:00,23:56:00,1085.0,19L,Craugastoridae,Pristimantis,danae,0.0,hojarasca,activo,0.51,18.4,,,3Bd124,,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho",2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,21.0,100.0,0.99,1041.25,282435,8562787
742,DR,3,2015-02-05,6,70,50,4.0,23:30:00,00:00:00,23:45:00,1022.0,19L,Craugastoridae,Pristimantis,danae,0.0,hojarasca,saltando,0.46,18.4,,,3Bd130,,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho",2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,21.0,100.0,0.99,1041.25,282435,8562787
743,DR,3,2015-02-09,10,46,250,4.0,23:30:00,00:00:00,23:46:00,946.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.1,hoja,alerta,0.39,14.8,,,3Bd209,154453,Lluvia,2015,2,9,6.0,0.0,205.0,750.0,13.392857142857142,56.0,14.0,21.0,102.0,0.77,947.25,282260,8563061
744,DR,3,2015-02-05,6,70,50,4.0,23:30:00,00:00:00,23:48:00,1023.0,19L,Craugastoridae,Pristimantis,danae,0.7,hoja,activo,0.37,16.5,,,3Bd132,,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho",2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,21.0,100.0,0.99,1041.25,282435,8562787
745,DR,3,2015-02-02,3,64,50,4.0,23:30:00,00:00:00,23:58:00,1036.0,19L,Craugastoridae,Pristimantis,gagliardi,0.4,hoja,alerta,0.25,11.8,,,3Bd036,,Parcialmente nublado,2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,20.0,95.0,0.97,996.5,282189,8562639
746,DR,3,2015-02-02,3,64,50,4.0,23:30:00,00:00:00,23:51:00,1035.0,19L,Bufonidae,Rhinella,tacana,0.6,hoja,atento,0.25,13.6,,,3Bd037,,Parcialmente nublado,2015,2,2,8.0,0.0,155.0,910.0,13.582089552238806,67.0,37.0,20.0,95.0,0.97,996.5,282189,8562639
747,DR,3,2015-02-09,10,46,250,4.0,23:30:00,00:00:00,23:33:00,950.0,19L,Craugastoridae,Pristimantis,danae,0.3,hoja,alerta,0.25,19.8,,,3Bd207,,Lluvia,2015,2,9,6.0,0.0,205.0,750.0,13.392857142857142,56.0,14.0,21.0,102.0,0.77,947.25,282260,8563061
748,DR,3,2015-02-05,6,70,50,4.0,23:30:00,00:00:00,23:56:00,1085.0,19L,Craugastoridae,Pristimantis,ockendeni,0.3,hoja,atento,0.16,12.1,,,3Bd126,,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho",2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,21.0,100.0,0.99,1041.25,282435,8562787
749,DR,3,2015-02-05,6,70,50,4.0,23:30:00,00:00:00,23:34:00,,,Craugastoridae,Pristimantis,aff pharangobates,0.3,hoja,alerta,0.15,13.3,,,3Bd127,,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho",2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,21.0,100.0,0.99,1041.25,282435,8562787
750,DR,3,2015-02-05,6,70,50,4.0,23:30:00,00:00:00,23:53:00,1084.0,19L,Craugastoridae,Pristimantis,danae,0.1,hoja,alerta,0.11,10.2,,,3Bd129,,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho",2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,21.0,100.0,0.99,1041.25,282435,8562787
751,DR,3,2015-02-05,6,70,50,4.0,23:30:00,00:00:00,23:50:00,1023.0,19L,Craugastoridae,Pristimantis,danae,0.2,hoja,alerta,0.09,9.9,,,3Bd125,,"La quebrada se inundo de lodo, perdimos alrededor de 10 metros de ancho por 4 metros de ancho",2015,2,5,7.0,3.1,170.0,920.0,13.142857142857142,70.0,1.0,21.0,100.0,0.99,1041.25,282435,8562787
752,RI,4,2015-07-21,8,66,50,5.0,23:31:00,23:55:00,23:45:00,,,Hylidae,Hypsiboas,sp nov,1.0,hoja,alerta,9.45,48.9,,,4Bd123,,,2015,7,21,6.0,0.0,700.0,1188.0,11.0,108.0,1.0,15.5,103.347,0.23,1008.5,282248,8562718
753,AB,5,2016-07-15,7,44,250,5.0,23:32:00,23:56:00,23:40:00,965.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,1.15,22.5,,,5Bd129,,GPS aproximado,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.0,,0.78,963.25,282179,8563016
754,AB,5,2016-07-15,7,44,250,5.0,23:32:00,23:56:00,23:39:00,973.0,19L,Craugastoridae,Noblella,sp,0.0,suelo,saltando,0.17,11.5,,,5Bd128,,,2016,7,15,2.0,0.0,105.0,0.0,0.0,100.0,4.0,21.0,,0.78,963.25,282179,8563016
755,LC,2,2014-10-01,6,28,500,3.0,23:33:00,23:13:00,23:13:00,,,Bufonidae,Rhinella,tacana,80.0,sobre hoja,activo,1.53,28.7,,,2Bd098,,,2014,10,1,15.0,0.0,503.0,2390.0,11.16822429906542,214.0,23.0,20.5,98.05,0.43,934.75,281903,8562901
756,DR,3,2015-02-01,2,55,150,4.0,23:35:00,00:05:00,23:55:00,980.0,19L,Craugastoridae,Pristimantis,danae,0.1,hoja,alerta,0.07,8.9,,107-5056/107-5062,3Bd017,,Despejado con presencia de luna llena,2015,2,1,8.0,3.0,150.0,950.0,13.571428571428571,70.0,15.0,19.0,99.0,0.93,965.75,282204,8562882
757,DR,3,2015-02-01,2,55,150,4.0,23:35:00,00:05:00,23:50:00,1028.0,19L,Bufonidae,Rhinella,tacana,0.6,musgo,alerta,0.07,9.8,,107-5064/107-5070; 3575-3576;3520-3540;3549,3Bd018,,Despejado con presencia de luna llena,2015,2,1,8.0,3.0,150.0,950.0,13.571428571428571,70.0,15.0,19.0,99.0,0.93,965.75,282204,8562882
758,RI,4,2015-07-23,9,67,50,3.0,23:36:00,1900-01-01 00:16:00,00:15:00,1015.0,,Craugastoridae,Pristimantis,danae,1.2,hoja,comiendo,3.9,35.6,,,4Bd142,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,15.577,102.4,0.32,1000.75,282304,8562809
759,RI,4,2015-07-23,9,67,50,3.0,23:36:00,1900-01-01 00:16:00,00:01:00,1003.0,,Bufonidae,Rhinella,tacana,1.3,hoja,activo,0.65,17.3,,,4Bd136,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,15.577,102.4,0.32,1000.75,282304,8562809
760,RI,4,2015-07-23,9,67,50,3.0,23:36:00,1900-01-01 00:16:00,00:05:00,1009.0,,Hylidae,Dendropsophus,aff parviceps,1.7,hoja,activo,0.55,18.2,,,4Bd141,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,15.577,102.4,0.32,1000.75,282304,8562809
761,RI,4,2015-07-23,9,67,50,3.0,23:36:00,1900-01-01 00:16:00,00:05:00,1009.0,,Hylidae,Dendropsophus,aff parviceps,1.7,hoja,cantando,0.5,18.0,,,4Bd140,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,15.577,102.4,0.32,1000.75,282304,8562809
762,RI,4,2015-07-23,9,67,50,3.0,23:36:00,1900-01-01 00:16:00,00:13:00,,,Craugastoridae,Pristimantis,ockendeni,1.4,hoja,activo,0.3,14.1,,,4Bd139,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,15.577,102.4,0.32,1000.75,282304,8562809
763,RI,4,2015-07-23,9,67,50,3.0,23:36:00,1900-01-01 00:16:00,00:10:00,1013.0,19L,Craugastoridae,Pristimantis,gagliardi,0.7,hoja,activo,0.25,13.9,,,4Bd138,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,15.577,102.4,0.32,1000.75,282304,8562809
764,RI,4,2015-07-22,9,67,50,3.0,23:36:00,1900-01-01 00:16:00,23:51:00,1000.0,,Craugastoridae,Pristimantis,ockendeni,1.3,hoja,alerta,0.25,16.8,,,4Bd137,,,2015,7,22,6.0,0.0,840.0,1188.0,11.0,108.0,0.0,15.577,102.4,0.32,1000.75,282304,8562809
765,RI,4,2015-07-23,10,30,500,5.0,23:36:00,1900-01-01 00:00:00,20:58:00,931.0,,Craugastoridae,Pristimantis,ockendeni,1.4,hoja,activo,0.4,14.0,,,4Bd152,,,2015,7,23,6.0,0.0,85.0,1155.0,11.0,105.0,9.0,19.145,102.645,0.41,938.0,281912,8563030
766,LC,2,2014-10-06,11,52,150,,23:36:00,00:06:00,23:41:00,,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,saltando,1.53,25.7,,,2Bd150,,sin lineas,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,20.5,101.184,0.93,986.75,282122,8562722
767,LC,2,2014-10-06,11,52,150,4.0,23:36:00,00:06:00,23:54:00,980.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.0,en hojarasca,saltando,0.44,16.8,,,2Bd149,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,20.5,101.184,0.93,986.75,282122,8562722
768,LC,2,2014-10-06,11,52,150,,23:36:00,00:06:00,23:58:00,,19L,Craugastoridae,Noblella,sp,0.0,en hojarasca,saltando,0.31,9.3,,,2Bd151,,,2014,10,6,15.0,6.3,425.0,2320.0,12.020725388601036,193.0,7.0,20.5,101.184,0.93,986.75,282122,8562722
769,AB,5,2016-09-07,2,56,150,5.0,23:37:00,1900-01-01 00:01:00,23:41:00,976.0,19L,Craugastoridae,Pristimantis,danae,0.0,suelo,saltando,3.15,33.6,,,5Bd034,,GPS aproximado,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,20.5,,0.24,976.0,282275,8562940
770,AB,5,2016-09-07,2,56,150,5.0,23:37:00,1900-01-01 00:01:00,00:00:00,976.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,1.18,24.1,,,5Bd035,,GPS aproximado,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,20.5,,0.24,976.0,282275,8562940
771,AB,5,2016-09-07,2,56,150,5.0,23:37:00,1900-01-01 00:01:00,23:59:00,979.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,0.62,18.8,,,5Bd037,,,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,20.5,,0.24,976.0,282275,8562940
772,AB,5,2016-09-07,2,56,150,5.0,23:37:00,1900-01-01 00:01:00,23:57:00,976.0,19L,Craugastoridae,Pristimantis,aff pharangobates,0.2,hoja,alerta,0.14,12.8,,,5Bd036,,GPS aproximado,2016,9,7,2.0,0.0,80.0,0.0,0.0,67.0,0.0,20.5,,0.24,976.0,282275,8562940
773,RI,4,2015-07-20,7,44,250,4.0,23:37:00,00:07:00,23:45:00,,,Craugastoridae,Pristimantis,danae,0.3,hoja,alerta,1.55,24.9,,,4Bd101,,,2015,7,20,6.0,0.0,110.0,1188.0,11.0,108.0,5.0,21.0,101.924,0.16,963.25,282179,8563016
774,RI,4,2015-07-20,7,44,250,4.0,23:37:00,00:07:00,23:51:00,,,Craugastoridae,Pristimantis,aff pharangobates,0.0,hojarasca,saltando,0.8,21.0,,,4Bd103,154492,,2015,7,20,6.0,0.0,110.0,1188.0,11.0,108.0,5.0,21.0,101.924,0.16,963.25,282179,8563016
775,RI,4,2015-07-20,7,44,250,4.0,23:37:00,00:07:00,23:40:00,,,Craugastoridae,Pristimantis,ockendeni,1.5,hoja,alerta,0.3,15.5,,,4Bd102,,,2015,7,20,6.0,0.0,110.0,1188.0,11.0,108.0,5.0,21.0,101.924,0.16,963.25,282179,8563016
776,AB,5,2016-07-16,8,70,50,6.0,23:38:00,23:58:00,23:56:00,1023.0,19L,Bufonidae,Rhinella,tacana,0.3,hoja,alerta,2.37,29.1,,,5Bd160,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.0,,0.86,1041.25,282435,8562787
777,AB,5,2016-07-16,8,70,50,6.0,23:38:00,23:58:00,23:50:00,1048.0,19L,Craugastoridae,Pristimantis,danae,1.9,hoja,alerta,1.32,26.5,,,5Bd159,,GPS aproximado,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.0,,0.86,1041.25,282435,8562787
778,AB,5,2016-07-16,8,70,50,6.0,23:38:00,23:58:00,23:58:00,1048.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,0.85,19.9,,,5Bd158,,GPS aproximado,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.0,,0.86,1041.25,282435,8562787
779,AB,5,2016-07-16,8,70,50,6.0,23:38:00,23:58:00,23:48:00,1048.0,19L,Craugastoridae,Pristimantis,danae,0.15,hoja,alerta,0.84,21.6,,,5Bd161,,GPS aproximado,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.0,,0.86,1041.25,282435,8562787
780,AB,5,2016-07-16,8,70,50,6.0,23:38:00,23:58:00,23:59:00,1048.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,saltando,0.55,18.7,,,5Bd163,,GPS aproximado,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.0,,0.86,1041.25,282435,8562787
781,AB,5,2016-07-16,8,70,50,6.0,23:38:00,23:58:00,23:40:00,1026.0,19L,Leptodactylidae,Adenomera,andreae,0.0,suelo,alerta,0.45,16.3,,,5Bd162,,,2016,7,16,2.0,4.4,160.0,44.0,0.44,100.0,0.0,20.0,,0.86,1041.25,282435,8562787
782,LC,2,2014-09-30,5,69,50,,23:40:00,00:20:00,23:50:00,,19L,Craugastoridae,Pristimantis,danae,60.0,sobre hoja,activo,1.6,25.3,,,2Bd092,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,19.5,98.714,0.33,1029.0,282374,8562841
783,LC,2,2014-09-30,5,69,50,,23:40:00,00:20:00,00:00:00,1031.0,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,atento,0.75,18.5,,,2Bd090,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,19.5,98.714,0.33,1029.0,282374,8562841
784,LC,2,2014-09-30,5,69,50,3.0,23:40:00,00:20:00,23:52:00,1033.0,19L,Leptodactylidae,Adenomera,andreae,0.0,en hojarasca,saltando,0.75,19.0,,,2Bd089,,,2014,9,30,15.0,0.7,737.0,2150.0,10.804020100502512,199.0,23.0,19.5,98.714,0.33,1029.0,282374,8562841
